,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Python,C,Tensorflow,Java,Linux,Spark,Hadoop
903,集团技术官CTO,人工智能,,华弘居（武汉）实业投资有限公司,武汉,1.0,本科,"岗位职责：1、全面负责公司研发团队，结合公司发展战略，把握租赁、新零售行业产品发展趋势，分析跟踪竞争对手，进行产品的发展规划，明晰定位、目标、策略并落实实施;根据业务需求及时调整产品系统功能重点，促进版本迭代更新，保证产品系统不断优化对整个团队工作结果负责;2、负责公司产品业务规划、关键技术架构的制定和相关新技术的研究工作(大数据人工智能等方向)，紧密配合公司的业务发展需要，组织研发团队完成产品设计和研发工作;3、领导团队实现产品目标，保障公司产品开发、上线、维护工作高质量顺利执行;4、负责整体研发队伍建设、激励、培养，负责人员资源调配和工作统筹，包括引导协调团队中产品、研发、测试各部人员的工作，构建和谐高效的团队氛围，有效地监控项目进展，制定相应的考核激励，持续提升团队工作热情、工作质量和工作效率;5、负责制定并不断完善公司移动领域的技术框架，建立并完善各项研发规范及流程以及监督实施;6、解决项目中的关键问题和技术难题，完成由业务框架到技术框架的总体把控，全面把握总体设计和重要技术决策，负责平台各类安全问题的解决。任职要求：1、全日制本科及以上学历，计算机相关专业；2、十年以上IT、互联网研发工作经历，至少3年以上技术团队管理经验，具备丰富的大中型软件项目或互联网产品研发的总体规划、方案设计经验。；3、对移动互联网市场具有较好的敏锐度，能及时掌握市场发展动态，理解公司发展战略，研判技术方向，对公司技术发展能提供决策性的建议； 4、熟悉企业级技术系统的架构设计、企业信息化和数据中心建设，具备数据商业变现思维；5、对移动互联网行业格局有深刻理解和技术实现能力，有丰富的项目管理经验、产品研发经验； 6、有新租赁、新零售经验者优先； 7、有将近20人左右的团队管理经验。综合年薪在120W-150W职位背景：华弘居（武汉）实业投资有限公司成立于2017年，由国企""中技环球""及“成都中恒昶”控股，是一家专注于衣、食、住、行“的新型实业公司。“智投华夏，财弘未来；至仁至德，至诚至信”是华弘居的发展理念。依托于实体，以领先的管理、投资、创新为核心驱动。专注于“新消费领域”，是华弘居实业的投资方向，其卓越的管理、投资实力已领先于国内众多企业。 华弘居自成立以来，秉承“至仁至德，至诚至信”的发展信念，依托于实体，专注于新消费领域，在新茶饮、新儿童早教娱乐、新互联网租赁、新互联网驾校、新物流快运等实体行业都取得了非凡的成绩与社会反响！目前，华弘居实业旗下拥有知名品牌有：新式茶饮【TI:】、智趣水上儿童恒温娱乐项目——猪小侠、综合性休闲娱乐乐园——SeaTeaPark、互联网新租赁平台——租客家、综合性第三方物流平台——光彩通、工程装饰平台——易品之家等；",0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,在线TOP3诚聘课程销售/课程顾问,人工智能,15000.0,学霸君,合肥,2.0,大专,学霸君（隶属于问吧科技）成立于2012年，是国内领先的中小学智能化在线教育公司，自成立以来一直致力于探索与实现人工智能在教育领域的应用，通过技术推动个性化教育的变革。公司集合来自谷歌、中科院、腾讯等人工智能领域专家，技术水平位于行业领先地位。学霸君成立至今共完成3轮10亿融资，获得淡马锡集团，招商局资本、远东宏信、皖新传媒、挚信资本、启明创投等投资。学霸君1对1是学霸君旗下的在线1对1辅导产品，拥有近万名平均10年教龄经验的辅导老师，以及资深教研团队，专注于中小学文化课在线1对1辅导，为学员量身定制个性化辅导方案。不限地域，随时随地上课。现已入驻合肥，位于地理位置便利交通发达的三里庵商圈中心环球中心B座，公司官网：www.wenba100.com。招聘：课程规划师岗位职责：1.根据市场部提供的学生资源，与学生沟通提分需求，指导预约学员上免费的体验课；2.及时回访上完体验课的学员，充分沟通诉求后，为其规划，推荐合适的《一对一在线辅导课程》；3.定期回访，有效管理学员，完成部门下达的工作任务，不断总结提升自己，同团队一起进步。胜任要求：1.本科及以上学历，优秀者可放宽至大专学历，性别不限，21至28周岁之间；2.普通话标准，音质佳，语言组织表达能力强，亲和力足；3.有充分的自驱力，抗压程度佳，卓越的学习能力及反应力，喜欢交流和学习，工作积极主动，有较好的耐心和服务意识；4.优先考虑有教育培训行业从业经验的优秀人才；职位诱惑：1.基本工资+高提成：底薪4000+业绩提成，每季度根据业绩调整底薪；2.与公司签订劳动合同，入职缴纳五险一金；3.其他福利：业绩奖励、生日趴、香港年会，依法享有法定节假日、带薪年假等等；4.完善的晋升体制：入职后每三个月根据业绩晋升，课程规划师—销售主管—销售经理；5.完善的培训体系：入职进行专业的营销技能+产品知识+营销课程+职业素养培训，定期进行专业提升培训和管理培训；6.谈单有时较晚，企业滴滴送你回家。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,C++开发工程师,人工智能,11500.0,深圳市海清视讯科技有限公司,深圳,2.0,本科,、开发人脸采集录入软件 (Windows版本)2、编码\维护人脸一体机后端管理软件               3、开发和维护门禁考勤软件 (Windows版本)4、提供客户对接windows SDK技术支持               5、开发人脸一体机配套工具软件岗位要求：1、本科及以上学历，计算机相关专业2、2年以上C++编码经验，熟悉MFC、C#开发语言，安防经验优先3、具备良好的分析和解决问题的能力，有较强的逻辑思维能力和沟通能力、能够承担工作压力4、工作有责任感，能站在客户的角度考虑问题。          ,0.0,1.0,0.0,0.0,0.0,0.0,0.0
906,销售专员/上升空间大/福利好y,人工智能,9000.0,杭州腾通广告策划有限公司,杭州,0.0,无,岗位职责：1. 开拓客户，并跟进签单 ；                                        2. 完成公司规定的业绩指标   ；3. 对意向客户简略介绍产品知识 ； 4. 有效搜集意向客户的信息，实现客户的销售转化；任职资格：1. 有较强的赚钱动力，具备较强的学习能力和优秀的沟通能力；   2. 热爱销售工作，抗压能力强，工作主动，有团队合作精神；3. 能吃苦，敢于挑战高薪；4. 有成功销售经验者优先；5. 公司提供足够的上升空间，只需要你的努力。6. 服从公司安排与管理，优秀的毕业生放宽要求。薪酬待遇：1、薪资：在试用期无责任底薪3500+20元/天餐补+提成；综合在8000以上2、缴纳五险。3、带薪年假、旅游奖励、社保、五险、法定假日、节日礼品、丰富的员工活动、话补、带薪培训发展空间：管理序列：销售专员—销售主管—销售经理—子公司合伙人工作时间：9:00—18:00（需加班）   单休（周一至周五）  工作地点：余杭区文一西路1818-2中国人工智能小镇,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,急聘行政人事助理/专员，月薪5000+,人工智能,5250.0,中国平安人寿保险股份有限公司河南分公司,郑州,1.0,高中,"一、岗位职责1、根据招聘需求，选择招聘渠道，发布及更新招聘信息；2、完成简历的收集和初步筛选工作，维护网站；3、负责联系和接待候选人，协助上级做好面试记录，编制面试报告；4、通知候选人入职，办理人员录用手续；5、协助组织新员工的入职培训和业务培训。6、协助上级建立健全公司招聘、培训、工资、保险、福利、绩效考核等人力资源制度建设；7、执行人力资源管理各项实务的操作流程和各类规章制度的实施，配合其他业务部门工作；8、协同开展新员工入职培训，业务培训，执行培训计划，联系组织外部培训以及培训效果的跟踪、反馈.二、任职资格1、高中及以上学历，优秀应届生亦可；2、具有良好的文字组织能力，沟通能力和公关能力，对工作有热情3、性格温和、有耐心、积极主动，为人正直，忠诚守信，工作严谨，具有很好的语言文字表达能力；4、熟练使用办公软件，具备基本的网络知识。5、具有较强的沟通、协调能力，有团队协作精神工作时间：一周五天八小时制，享受国家法定节假日，年休假。早上8:30-12:00,下午14：00-17：30职能类别：行政专员/助理 行政经理/主管/办公室主任关键字：管理 培训 讲师联系方式上班地址：黄河路经七路地图公司信息中国平安保险（集团）股份有限公司（以下简称“中国平安”，“公司”，“集团”）于1988年诞生于深圳蛇口，在各级政府及监管部门、广大客户和社会各界的支持下，成长为我国三大综合金融集团之一，在《福布斯》“全球上市公司2000强”中名列第10位，居全球保险集团第一；在美国《财富》世界500强名列第29位，蝉联中国内地混合所有制企业第一。中国平安在香港联合交易所主板及上海证券交易所两地上市。截至2017年年底，集团总市值在全球金融集团中排名第6位，全球保险集团市值、品牌第一。中国平安致力于成为国际领先的科技型个人金融生活服务集团，坚持“科技引领金融，金融服务生活”的理念，以深化“金融+科技”、探索“金融+生态”为发展模式，聚焦“大金融资产”和“大医疗健康”两大产业，并深度应用于“金融服务、医疗健康、汽车服务、房产金融、城市服务”五大生态圈，为客户创造“专业，让生活更简单”的品牌体验，获得持续的利润增长，向股东提供长期稳定的价值回报。平安集团旗下子公司包括平安寿险、平安产险、平安养老险、平安健康险、平安银行、平安信托、平安证券、平安基金等，涵盖金融业各个领域，已发展成为中国少数能为客户同时提供保险、银行及投资等全方位金融产品和服务的金融企业之一。此外，中国平安还积极开拓包括陆金所、平安好医生、金融壹账通、平安好房、壹钱包等在内的金融科技业务，并在规模与用户数方面显著增长。2017年，公司营业收入近1万亿，净利润近1千亿，纳税近1千亿，保险、银行、资产管理等业务板块的各项指标保持领先市场的健康增长。截至2017年12月31日，集团总资产达6.49万亿元，归属母公司股东权益为4,734亿元，个人金融客户数达1.66亿，互联网用户约4.36亿，集团员工约180万人。近10年来，平安在科技领域的投入已经超过500亿元，集团内聚集了超过23000名科技研发人员和500位大数据专家，建立了6大技术研究院，在金融科技、医疗科技、人工智能、区块链、大数据等方面均取得重大突破，人脸识别、智能读片、区块链、智能音乐、智能环保等多项科研成果获全球大奖。凭借先进的科技优势，结合丰富的应用场景，平安陆续孵化出陆金所、平安好医生、平安医保科技、金融壹账通、智慧城市等多个科技创新平台，向社会输出科技服务。其中，智慧城市云平台方案也已在国内数十个城市陆续进行推广，取得显著成果。同时，平安的科技服务已逐步走出中国，区块链、人工智能等多项全球领先科技项目在“一带一路”沿线国家及地区落地，得到国际市场的一致好评，为中国金融科技赢得了良好声誉。作为中国金融保险业中第一家引入外资的企业，中国平安拥有完善的治理架构，国际化、专业化的管理团队。公司一直遵循对股东、客户、员工、社会和合作伙伴负责的企业使命和治理原则，在一致的战略、统一的品牌和文化基础上，确保集团整体朝着共同的目标发展。通过建立完备的职能体系，清晰的发展战略，领先的全面风险管理体系，真实、准确、完整、及时、公平对等的信息披露制度，积极、热情、高效的投资者关系服务理念，为中国平安持续稳定的发展提供保障。中国平安秉承“专业创造价值”的文化理念，在为股东、员工、客户创造价值的同时，积极履行企业的社会责任，追求与各利益相关方的合作双赢。2018年是中国平安成立30周年，公司积极响应党中央关于“坚决打赢脱贫攻坚战”和“决胜全面建成小康社会”的伟大号召，全面启动总投入100亿元的“三村建设工程”， 面向“村官、村医、村教”实施产业扶贫、健康扶贫、教育扶贫三大精准脱贫计划。中国平安连续十六年获评“中国最受尊敬企业”称号，连续十年荣获“最具责任感企业”赞誉。职能类别：人事专员人事助理关键字：行政人事招聘助理内勤",0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,教培机构课程推广专员,人工智能,4250.0,成都青鸟信息技术教育发展有限公司,成都,1.0,大专,岗位职责：      1、负责青少儿人工智课程在教育培训机构的推广与销售，完成销售目标，对销售部经理负责；2、负责在分管区人工智能课程推广与销售的渠道建立与拓展，完成销售渠道、网络的建立。3、依据年度计划和上级要求，制定个人季度、月度、周销售计划，并努力完成。4、负责进行客户回访与沟通。5、参与公司销售部年度计划的制定及相关品牌营销活动。6、完成上级领导指定的其它工作。任职要求：      1、大专及以上学历，市场营销、教育学、心理学专业优先； 2、思想活跃、心理素质稳定，善于与教育培训机构、幼儿园、中小学进行沟通交流，能承受业绩压力；3、具有一定的市场分析能力、开发与拓展能力、团队协作能力；4、具备1 年以上K12教育及课外教育培训管理、市场营销经验；5、具有校外培训机构、教育渠道资源及教育培训机构资源者优先。薪资福利：      1、薪资结构：基本工资+绩效工资+业绩提成+项目奖金+年终奖金。  2、五险一金、带薪年假、出国旅游、带薪培训、生日礼物。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,小语种翻译 英语 德语 日语 户外产品经理助理 销售,人工智能,12500.0,义乌市青空户外用品有限公司,义乌,0.0,本科,",故意把小语种列出来，应该大部分小语种喜欢做纯翻译的工作，但是，语言只是一个媒介，说不一定哪天就被人工智能替代，非常高端的同传或交替我们也不敢要那个也值得你们努力去追求，但是不是每个人都适合，我们公司是户外公司，也是外贸公司，全球销售公司，需要很多的小语种人才加入，说不一定大家努力能成为非常好的跨国户外公司2，我们是产品公司，需要对国外户外行业每个国家的户外市场和产品非常了解，我们也做国际站，跨境平台亚马逊速卖通wish很多，我们产品都会加一些创新和设计改进体验后改进才是做产品的精神，我们也不做杂货铺3，我们也会努力朝着更大的方向户外媒体宣传公司发展，希望大家对户外行业有点热爱，没有也可以慢慢喜欢上，喜欢上一个人不也是这样吗，这样是为何我们做户外行业的原因， 出国机会只会越来越多，翻译工作也是尤为重要，所有环节都需要小语种外语人才。4，我们现在公司还在义乌，但是我们尽快会到杭州开个办公场所，浙江省的小伙伴，不要担心地方太远，世界上最遥远的距离不是200公里的距离。5，不会只画大饼，应届生基本都可以5000左右，公司虽说起步，但是还是有自己业务，不是死亡率很高的创业公司。基本工资也会给的比同地区公司高，高多少还得看大家努力和结果了给小白无经验的想做外贸的和老外贸： 1跨境电商和传统外贸都是外贸，区别也很大，跨境电商更偏向零售和品牌化，更灵活快速，更强调互联网方法对产品营销推广和做粉丝效应，运营效果也更快，订单金额小，当然传统外贸趋势是订单金额和量也越来越小，跨境电商平台品牌销售肯定是大趋势，很多跨境电商做到规模去上市的很多了，消费者直接购买厂家或品牌生产的货物，省去了一些环节也是必然，希望那些做老外贸的也不要形成思维定势，不要排斥·工作有计划性安排合理，善于沟通，情商高，记忆力好，不要丢三落四，工作习惯好，会整理 ·积极主动，多动脑子，逻辑性要强，做事有依据，会反省总结，省事偷懒耍小聪明未必真的省事，要有智慧，老人说得好吃亏是福 ·爱执行，让执行成为习惯，像阿甘一样坚持做，当然先要想正确，三思而后执行 ·爱钱，会赚钱，会花钱 ·真实点简单点不要玻璃心，希望抗压强点，不开心就找人倾述，会释放，脾气好点， 有时候自黑下多好，自黑后改正进步你自己都会服你自己 ·爱玩游戏的别来了，我们不是游戏公司，真的爱就去游戏电竞公司吧，大部分游戏是一种意志消磨习惯 ·认真保持学习保持进步形成习惯，优秀的人前半生形成优秀的习惯 ·好像招不到这么完美的人，比找对象还要求高，但年轻人之所以为年轻人 是因为他还有无限可能。努力的人想成为优秀的人来试试吧。",0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,平安优才招聘（底薪5700最高17000）,人工智能,12500.0,中国平安人寿保险股份有限公司河南分公司,郑州,0.0,大专,"年1月1日平安人寿正式执行新的超级基本法，优才的训练津贴大幅度提升，最高可以达到一年20万以上，再加上当年业绩，那么一位很优秀的新人，首年收入可以达到60万-80万以上，欢迎高学历、高学习力、高行动力和高资源的优秀新人一起交流分享，共同开创新的事业！【优才计划】具有较高的准入门槛和较严格的名额限制。相比较于外资保险注重应聘者学历和管理经验等硬标准，本土实战派险资平安人寿的【优才计划】的关注点是人才的综合素质和资源。综合素质高，能够很好学习平安的产品和平台，有资源则可以让人才在平安培训基础上尽快进入高层次的营销，而不会出现一般销售人员拼命想办法接触客户，实际谈方案谈产品的时间屈指可数的倒挂现象。培养计划：1、培养期间提供5700元底薪2、配备年薪50万以上优秀业务和管理人员作为导师，进行实战辅导3、提供完善的商业养老、医疗、意外保障培养目标：2年内成为年薪50万以上的【优才】一、任职要求：1.年龄25-45岁，男女不限，身体健康，品貌端正；2.大学专科（含）以上学历，专业不限；3.要求应聘者是中小企业主或有固定职业且社会关系较好的职业(如教师、医生、财务人员及公务员等）；2019年1月1日平安人寿正式执行新的超级基本法，优才的训练津贴大幅度提升，最高可以达到一年20万以上，再加上当年业绩，那么一位很优秀的新人，首年收入可以达到60万-80万以上，欢迎高学历、高学习力、高行动力和高资源的优秀新人一起交流分享，共同开创新的事业二、工作职责1、服务于公司VIP客户及高价值个人客户，为高价值个人客户提供全方面金融理财服务；2、通过与客户沟通，了解客户在家庭财务方面存在的问题以及理财方面的需求；3、根据客户的资产规模、生活目标、预期收益目标和风险承受能力进行需求分析，出具专业的理财计划方案，推荐合适的理财产品；4、通过调整存款、股票、债券、基金、保险等各种金融产品的理财产品比重达到资产的合理配置，使客户的资产在安全、稳健的基础上保值升值；5、协助客户开立帐户及一系列后期服务；6、定期与客户联系，报告理财产品的收益情况，向客户介绍新的金融服务、理财产品及金融市场动向，维护良好的信任关系。三、福利及待遇：1. 待遇及福利：底薪(5700)+业务报酬+服务津贴+组织利益+保险福利+外出旅游+其他奖金2.享有意外保险、定期寿险和住院医疗保险等综合保障；3.多元化的收入渠道，包括:人寿保险(健康、意外、养老、储蓄分红、团体意外险等)；财产保险(车险、设备险、家庭财产保险、货物运输保险、雇主责任保险、公众责任保险等)、证券业务、银行业务(如信用卡、借记卡等业务)、信托业务及产品、企业年金；4.享受平安大学营销学系、管理学系等专业培训；5.公平透明的晋升机会，公司将为您成为职业经理人提供广阔的发展空间。公司简介：       中国平安保险（集团）股份有限公司（以下简称“中国平安”，“公司”，“集团”）于1988年诞生于深圳蛇口，在各级政府及监管部门、广大客户和社会各界的支持下，成长为我国三大综合金融集团之一，在《福布斯》“全球上市公司2000强”中名列第10位，居全球保险集团第一；在美国《财富》世界500强名列第29位，蝉联中国内地混合所有制企业第一。中国平安在香港联合交易所主板及上海证券交易所两地上市。截至2017年年底，集团总市值在全球金融集团中排名第6位，全球保险集团市值、品牌第一。          中国平安致力于成为国际领先的科技型个人金融生活服务集团，坚持“科技引领金融，金融服务生活”的理念，以深化“金融+科技”、探索“金融+生态”为发展模式，聚焦“大金融资产”和“大医疗健康”两大产业，并深度应用于“金融服务、医疗健康、汽车服务、房产金融、城市服务”五大生态圈，为客户创造“专业，让生活更简单”的品牌体验，获得持续的利润增长，向股东提供长期稳定的价值回报。        平安集团旗下子公司包括平安寿险、平安产险、平安养老险、平安健康险、平安银行、平安信托、平安证券、平安基金等，涵盖金融业各个领域，已发展成为中国少数能为客户同时提供保险、银行及投资等全方位金融产品和服务的金融企业之一。此外，中国平安还积极开拓包括陆金所、平安好医生、金融壹账通、平安好房、壹钱包等在内的金融科技业务，并在规模与用户数方面显著增长。         2017年，公司营业收入近1万亿，净利润近1千亿，纳税近1千亿，保险、银行、资产管理等业务板块的各项指标保持领先市场的健康增长。截至2017年12月31日，集团总资产达6.49万亿元，归属母公司股东权益为4,734亿元，个人金融客户数达1.66亿，互联网用户约4.36亿，集团员工约180万人。 近10年来，平安在科技领域的投入已经超过500亿元，集团内聚集了超过23000名科技研发人员和500位大数据专家，建立了6大技术研究院，在金融科技、医疗科技、人工智能、区块链、大数据等方面均取得重大突破，人脸识别、智能读片、区块链、智能音乐、智能环保等多项科研成果获全球大奖。凭借先进的科技优势，结合丰富的应用场景，平安陆续孵化出陆金所、平安好医生、平安医保科技、金融壹账通、智慧城市等多个科技创新平台，向社会输出科技服务。其中，智慧城市云平台方案也已在国内数十个城市陆续进行推广，取得显著成果。           同时，平安的科技服务已逐步走出中国，区块链、人工智能等多项全球领先科技项目在“一带一路”沿线国家及地区落地，得到国际市场的一致好评，为中国金融科技赢得了良好声誉。 作为中国金融保险业中第一家引入外资的企业，中国平安拥有完善的治理架构，国际化、专业化的管理团队。公司一直遵循对股东、客户、员工、社会和合作伙伴负责的企业使命和治理原则，在一致的战略、统一的品牌和文化基础上，确保集团整体朝着共同的目标发展。通过建立完备的职能体系，清晰的发展战略，领先的全面风险管理体系，真实、准确、完整、及时、公平对等的信息披露制度，积极、热情、高效的投资者关系服务理念，为中国平安持续稳定的发展提供保障。       中国平安秉承“专业创造价值”的文化理念，在为股东、员工、客户创造价值的同时，积极履行企业的社会责任，追求与各利益相关方的合作双赢。2018年是中国平安成立30周年，公司积极响应党中央关于“坚决打赢脱贫攻坚战”和“决胜全面建成小康社会”的伟大号召，全面启动总投入100亿元的“三村建设工程”， 面向“村官、村医、村教”实施产业扶贫、健康扶贫、教育扶贫三大精准脱贫计划。中国平安连续十六年获评“中国最受尊敬企业”称号，连续十年荣获“最具责任感企业”赞誉。",0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,车险专员,人工智能,7000.0,中国平安人寿保险股份有限公司云南分公司昆明区域拓展第一支公司,昆明,0.0,无,"职位信息1、年龄：25-45周岁2、学历：高中及以上学历3、品貌端正，身体健康4、无不良嗜好，无违法犯罪记录5、热情积极，有爱心，有责任感，学习能力强;6、具有良好的心理素质及良好的沟通能力;7、曾从事金融（理财、保险、银行、证券、基金等）、销售、人力资源、策划、管理、会计、医学、法律、教师等行业工作者优先。8、优秀者可培养成成为平安未来专业理财规划师工作职责：1、负责车险及其他金融产品的销售和市场推广；2、负责该区域内各类销售渠道的拓展和建设；3、对各渠道的日常经营进行分析、改进，保证业务有序、持续、合规地运作；4、负责销售团队的建设和业务计划的实施，全面负责销售目标；5、负责销售团队业绩的考核、日常管理、激励和辅导。公司地址：深圳市福田区上梅林联系人：罗小姐联系电话：13427938302职能类别：金融产品销售 销售代表关键字：金融 证券 车险 信用卡 好房好车 贷款 理财 销售 信托保险联系方式上班地址：盘龙区万宏国际奥斯迪商务中心B座3楼职能类别：销售代表 销售经理公司信息中国平安保险（集团）股份有限公司（以下简称“中国平安”，“公司”，“集团”）于1988年诞生于深圳蛇口，在各级政府及监管部门、广大客户和社会各界的支持下，成长为我国三大综合金融集团之一，在《福布斯》“全球上市公司2000强”中名列第10位，居全球保险集团***；在美国《财富》世界500强名列第29位，蝉联中国内地混合所有制企业***。中国平安在香港联合交易所主板及上海证券交易所两地上市。截至2017年年底，集团总市值在全球金融集团中排名第6位，全球保险集团市值、品牌***。中国平安致力于成为国际领先的科技型个人金融生活服务集团，坚持“科技引领金融，金融服务生活”的理念，以深化“金融+科技”、探索“金融+生态”为发展模式，聚焦“大金融资产”和“大医疗健康”两大产业，并深度应用于“金融服务、医疗健康、汽车服务、房产金融、城市服务”五大生态圈，为客户创造“专业，让生活更简单”的品牌体验，获得持续的利润增长，向股东提供长期稳定的价值回报。平安集团旗下子公司包括平安寿险、平安产险、平安养老险、平安健康险、平安银行、平安信托、平安证券、平安基金等，涵盖金融业各个领域，已发展成为中国少数能为客户同时提供保险、银行及投资等全方位金融产品和服务的金融企业之一。此外，中国平安还积极开拓包括陆金所、平安好医生、金融壹账通、平安好房、壹钱包等在内的金融科技业务，并在规模与用户数方面显著增长。2017年，公司营业收入近1万亿，净利润近1千亿，纳税近1千亿，保险、银行、资产管理等业务板块的各项指标保持领先市场的健康增长。截至2017年12月31日，集团总资产达6.49万亿元，归属母公司股东权益为4,734亿元，个人金融客户数达1.66亿，互联网用户约4.36亿，集团员工约180万人。近10年来，平安在科技领域的投入已经超过500亿元，集团内聚集了超过23000名科技研发人员和500位大数据专家，建立了6大技术研究院，在金融科技、医疗科技、人工智能、区块链、大数据等方面均取得重大突破，人脸识别、智能读片、区块链、智能音乐、智能环保等多项科研成果获全球大奖。凭借先进的科技优势，结合丰富的应用场景，平安陆续孵化出陆金所、平安好医生、平安医保科技、金融壹账通、智慧城市等多个科技创新平台，向社会输出科技服务。其中，智慧城市云平台方案也已在国内数十个城市陆续进行推广，取得显著成果。同时，平安的科技服务已逐步走出中国，区块链、人工智能等多项全球领先科技项目在“一带一路”沿线国家及地区落地，得到国际市场的一致好评，为中国金融科技赢得了良好声誉。作为中国金融保险业中***家引入外资的企业，中国平安拥有完善的治理架构，国际化、专业化的管理团队。公司一直遵循对股东、客户、员工、社会和合作伙伴负责的企业使命和治理原则，在一致的战略、统一的品牌和文化基础上，确保集团整体朝着共同的目标发展。通过建立完备的职能体系，清晰的发展战略，领先的全面风险管理体系，真实、准确、完整、及时、公平对等的信息披露制度，积极、热情、高效的投资者关系服务理念，为中国平安持续稳定的发展提供保障。中国平安秉承“专业创造价值”的文化理念，在为股东、员工、客户创造价值的同时，积极履行企业的社会责任，追求与各利益相关方的合作双赢。2018年是中国平安成立30周年，公司积极响应党中央关于“坚决打赢脱贫攻坚战”和“决胜全面建成小康社会”的伟大号召，全面启动总投入100亿元的“三村建设工程”， 面向“村官、村医、村教”实施产业扶贫、健康扶贫、教育扶贫三大精准脱贫计划。中国平安连续十六年获评“中国最受尊敬企业”称号，连续十年荣获“最具责任感企业”赞誉。职能类别：										保险核保																			公司业务客户经理									关键字：销售金融管理汽车贷款信用卡保险晋升自由",0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,副总经理（分管市场）,人工智能,12500.0,云合欣聚（广州）技术有限公司,广州,0.0,无,1、 对公共广播、音视频会议系统产品和控制系统、传输产品、网络产品熟悉者优先2、深入理解LED行业趋势和客户需求，策划统筹公司未来产品方案设计及研发；3、负责公司产品创新、新领域产品拓展及产品技术保障工作，为公司业务发展提供全面的技术支持；4、参与制定公司发展规划和战略目标，切实执行规划和实现战略目标；5、解决现有产品的问题，持续降低产品成本，并规划产品系列，满足不同场景的应用需求；6、关注国内外人工智能相关领域的发展，形成相关市场发展和分析，沉淀并提供发展建议；7、负责技术团队的梯队化建设及管理。          任职资格：          全日制专科以上学历，计算机、机械工程或软件相关专业；   5年以上行业分管技术团队经验，在LED领域内有丰富的技术经验；8、对LED的技术趋势有深入的理解，具有敏锐的市场察觉能力；9、在上述领域内能指导团队研发，完成开发任务，实现公司业绩拓展；          优秀的综合素养。   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,音频/算法工程师,人工智能,14000.0,深圳市明日实业有限责任公司,深圳,0.0,硕士,岗位职责：1、负责公司人工智能算法体系的设计、生产；2、负责视频会议云行业AI解决方案设计、对系统功能、性能、可靠性进行测试和评估；3、负责编写系统中的关键模块和关键算法的程序，并进行综合测试、修改、代码走查工作；4、负责视频会议前言问题的探索与研究，结合未来应用场景，提供全面的技术解决方案。任职资格：1、计算机、电子信息工程类专业，硕士及以上学历，有深度学习研究背景；2、熟悉Linux环境下C/C++和Java编程，有较强的算法实现能力；3、熟悉常用算法和数据结构，熟悉网络编程，有视频会议行业经验优先考虑。4、具备需求分析和系统设计能力，、以及较强的逻辑分析和独立解决问题能力；备注：此岗位可接受培养优秀应届硕士生。,0.0,1.0,0.0,1.0,1.0,0.0,0.0
914,室内办公 开心工作,人工智能,8000.0,长沙仙履商贸有限公司,长沙,0.0,无,最怕一辈子碌碌无为，却安慰自己平凡可贵！为什么别人做到了高管，拿了高薪水，你还是拿着3000块的工资住在阴暗潮湿的房间打着游戏！【工作职责】1.利用新媒体工具打造好属于你自己的网络自媒体（会有专门团队帮你）2.公司教你如何维护客户促进二次消费（公司正在开展人工智能工具帮助你超快 速工作）3.配合营销策划团队开展每一次电商大节目（例如双11.双12的剁手节）【~~~~~~这个岗位给你的特权】：·你可以边上班边听音乐·你可以边上班边吃零食·工作累了有专门的休息区喝咖啡看看杂志书！·工作是全面把你打造成成熟的创业者不仅仅是学销售！·工作能接触到大量的行业资源和行业大咖！~最重要的是！公司有人工智能工具，帮你解决90%的基础销售工作，让你实现超高效率工作！【任职资格】1.看到钱迈不开腿2.不想让自己一生碌碌无为3.想让自己成为富一代【薪资待遇】 无责任底薪+高额提成+奖金（前期第1-3个月，薪资3000-5000，第3-6个月，薪资8000-10000，上不封顶。对于薪资，这是一个积累的过程，剩者为王，并不是一个赚快钱的公司！） 【福利待遇】 1、假期福利：中外各种法定节假日，带薪年假，5天带薪感恩假（陪父母旅游）； 2、节日福利：端午、中秋、圣诞等节日赠送礼品、生日礼物等； 3、评优制度：月度评优、季度评优、年终评优、创新激励、人才推荐及股权分红等奖； 4、公司活动：拜师大会、趣味运动会、趣味游戏、定期旅游、部门聚餐、高大上的年会等； 5、培训体系：岗前培训、全员学习日、及户外拓展、专业培训公司内训以及外部培训等。 【职业发展】 销售专员-见***-组长-储备主管-主管-核心高管-合伙人/创业 【工作时间】 周一至周六，单休，每天8小时（法定节假日正常放假） 【联系方式】 手机：13348688306   周小姐【公司地址】 长沙市天心区汇金国际银座21楼2104我们BOSS说：不想当凤凰的蛋蛋不是好的蛋蛋···············给我们2年时间吧你从蛋蛋孵化成一只凤凰吧！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
