,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Android,App,Web,Css,Java,Javascript,C,Js
803,PHP开发经理,移动开发,12500.0,广州市我购科技有限公司,广州,5.0,本科,、带领开发团队对产品进行管理、研发、设计、技术框架的选型与搭建；2、负责公司核心产品的需求分析和概要设计，组织并参与技术攻关；3、负责制定与技术相关的各项管理制度、技术规范及业务流程；4、指导成员进行疑难问题的处理，及各种提升研发人员的整体研发能力的培训；5、制定软件的开发规范并监督执行，完成技术方案的撰写和审核；6、协调组员间以及组员与其他部门的沟通交流。任职要求1. 本科及以上学历，5年以上互联网开发工作经验，2年以上10人以上的带团经验，互联网建筑行业项目经验优先考虑；2. 精通php+mysql，熟悉OOP开发，熟练掌握HTML，JavaScript、jquery，熟悉php开发Thinkphp、Yii等MVC框架；熟悉移动开发平台，有类似案例。3. 管理过多个并发业务的技术开发和运营，做过大型成熟公司技术负责人及大型项目管理；4. 有较强的平台化思维，精通大型互联网平台的服务器环境部署、架构设计、系统分析、功能实现、接口开发、性能优化、系统安全管理等；在大数据领域的应用有前瞻性的理解和实施经验，自身技术能力强，对技术决策有功底；5. 了熟悉基本软件开发流程和工具，例如单元测试、Git 版本控制、Bug 管理等，熟悉禅道优佳；6.有很强的沟通表达能力和团队合作精神，具有创业激情，抗压能力强。,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
804,Android开发工程师,移动开发,15500.0,上海轩天实业有限公司,上海,2.0,本科,根据产品设计要求和项目进度完成开发任务，保证开发质量；2.升级、优化技术框架，提升业务研发效率；3.进行移动开发平台新技术调研，持续对app技术进行升级维护。工作要求：1.计算机软件或相关专业本科以上学历，3年以上Android开发经验；2.Java基础扎实，理解io、多线程网络等基础框架（OKHttp/RXJava/Retrofit/Glide等）；3.熟悉Android常用组件、框架和技术原理；4.对Android性能优化有一定理解；5.有过H5经验优先；6.良好的沟通能力和团队合作精神薪资福利：1、薪酬：岗位工资+绩效工资+奖励机制（综合14/19薪）2、福利：员工活动/聚餐+外出旅游+节假日福利+年终福利3、休假：周末双休+国家法定节假日、年假、婚假、产假等带薪休假4、培训：入职培训+岗位技能培训+职业规划培训等带薪培训职能类别：										高级软件工程师																			软件工程师									关键字：AndroidOKHttpRXJavaRetrofitGlide软件工程师软件开发,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
805,安卓开发工程师/Android,移动开发,15500.0,上海轩天实业有限公司,上海,3.0,本科,根据产品设计要求和项目进度完成开发任务，保证开发质量；2.升级、优化技术框架，提升业务研发效率；3.进行移动开发平台新技术调研，持续对app技术进行升级维护。工作要求：1.计算机软件或相关专业本科以上学历，3年以上Android开发经验；2.Java基础扎实，理解io、多线程网络等基础框架（OKHttp/RXJava/Retrofit/Glide等）；3.熟悉Android常用组件、框架和技术原理；4.对Android性能优化有一定理解；5.有过H5经验优先；6.良好的沟通能力和团队合作精神薪资福利：1、薪酬：岗位工资+绩效工资+奖励机制（综合14/19薪）2、福利：员工活动/聚餐+外出旅游+节假日福利+年终福利3、休假：周末双休+国家法定节假日、年假、婚假、产假等带薪休假4、培训：入职培训+岗位技能培训+职业规划培训等带薪培训职能类别：										手机应用开发工程师																			互联网软件开发工程师									关键字：安卓Android软件开发Java移动端开发Retrofit多线程,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
806,安卓开发工程师/Android开发,移动开发,14500.0,上海轩天实业有限公司,上海,3.0,本科,根据产品设计要求和项目进度完成开发任务，保证开发质量；2.升级、优化技术框架，提升业务研发效率；3.进行移动开发平台新技术调研，持续对app技术进行升级维护。工作要求：1.计算机软件或相关专业本科以上学历，3年以上Android开发经验；2.Java基础扎实，理解io、多线程网络等基础框架（OKHttp/RXJava/Retrofit/Glide等）；3.熟悉Android常用组件、框架和技术原理；4.对Android性能优化有一定理解；5.有过H5经验优先；6.良好的沟通能力和团队合作精神薪资福利：1、薪酬：岗位工资+绩效工资+奖励机制（综合14/19薪）2、福利：员工活动/聚餐+外出旅游+节假日福利+年终福利3、休假：周末双休+国家法定节假日、年假、婚假、产假等带薪休假4、培训：入职培训+岗位技能培训+职业规划培训等带薪培训职能类别：										手机应用开发工程师																			高级软件工程师									关键字：安卓Android软件开发Java移动端开发Retrofit多线程,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
807,Android高级开发工程师,移动开发,15500.0,上海轩天实业有限公司,上海,2.0,本科,根据产品设计要求和项目进度完成开发任务，保证开发质量；2.升级、优化技术框架，提升业务研发效率；3.进行移动开发平台新技术调研，持续对app技术进行升级维护。工作要求：1.计算机软件或相关专业本科以上学历，3年以上Android开发经验；2.Java基础扎实，理解io、多线程网络等基础框架（OKHttp/RXJava/Retrofit/Glide等）；3.熟悉Android常用组件、框架和技术原理；4.对Android性能优化有一定理解；5.有过H5经验优先；6.良好的沟通能力和团队合作精神薪资福利：1、薪酬：岗位工资+绩效工资+奖励机制（综合14/19薪）2、福利：员工活动/聚餐+外出旅游+节假日福利+年终福利3、休假：周末双休+国家法定节假日、年假、婚假、产假等带薪休假4、培训：入职培训+岗位技能培训+职业规划培训等带薪培训职能类别：										软件工程师																			高级软件工程师									关键字：Android软件工程师高级软件开发开发工程师安卓,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
808,web前端开发工程师,移动开发,12500.0,深圳市德科信息技术有限公司,上海,2.0,大专,"专科及以上学历，计算机相关专业，2年以上前端开发工作经验；2.熟练掌握HTML5、CSS3等技术，能熟练使用DIV, CSS, Javascript, jQuery编写前端页面；3.熟练掌握至少一种主流的前端框架，如React，VUE，Angular等；4.熟练使用自动化构建工具，如 Webpack, Gulp, Grunt等；5.有nodejs使用经验，了解前后端分离模式并有项目经验优先；6.有Hybrid的HTML5移动开发经验者优先；7.具备良好的代码书写规范，具有出色的独立工作能力，较强的执行力；8.有责任心，思路清晰，具备良好的沟通能力和团队协作精神；",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
809,高级web前端工程师,移动开发,12500.0,四川智能视讯信息技术有限公司,成都,0.0,本科,、熟悉html5/css3/es62、熟悉vue/angular/react等技术框架3、熟悉nodejs4、有WebGL开发经验者优先5、有移动开发经验者优先6、工作经验不限，有能力的应届生亦可，学历本科以上岗位职责1、负责公司前端产品研发与维护2、参与前端新技术框架研究应用3、参与webgis地图服务开发,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
810,Web前端开发工程师,移动开发,7500.0,四川智能视讯信息技术有限公司,成都,0.0,大专,、熟悉html5/css3/es62、熟悉vue/angular/react等技术框架3、熟悉nodejs4、有WebGL开发经验者优先5、有移动开发经验者优先6、工作经验不限，有能力的应届生亦可，学历本科以上岗位职责1、负责公司前端产品研发与维护2、参与前端新技术框架研究应用3、参与webgis地图服务开发,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
811,Android开发工程师,移动开发,12500.0,聚项信息科技（上海）有限公司,上海,0.0,无,						工作职责1、根据产品需求，完成Android客户端app相关模块开发；2、参与Android端架构设计和部分底层支撑Activity/模块的实现；3、app相关代码重构和性能的优化；4、修复测试和用户反馈的各类问题，并进行总结和改进；5、移动开发人员的技术培训，提高团队专业技能。’任职资格1、计算机或软件相关专业，本科以上学历；2、工作经验要求：3年以上Android开发工作经验；3、熟练掌握OOD/OOP方法；熟悉常用设计模式；4、精通Android开发平台的框架原理，能够熟练使用Android SDK；5、熟悉Android下电话、信息、地理定位、数据库、地图、TTS开发、微信接口、支付宝接口等开发；6、能独立完成安卓、苹果产品开发；7、熟悉Android应用开发框架、数据库开发、Socket通信、HTTP编程，能独立开发高性能的Android应用；																		,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
812,高级iOS开发工程师,移动开发,17500.0,聚项信息科技（上海）有限公司,上海,0.0,本科,						工作职责1、根据产品需求，完成IOS客户端app相关模块开发；2、参与IOS端架构设计和部分底层支撑Activity/模块的实现；3、app相关代码重构和性能的优化；4、修复测试和用户反馈的各类问题，并进行总结和改进；5、移动开发人员的技术培训，提高团队专业技能。’任职资格1、计算机或软件相关专业，本科以上学历；2、工作经验要求：5年以上IOS开发工作经验；3、熟练掌握OOD/OOP方法；熟悉常用设计模式；4、精通IOS开发平台的框架原理，能够熟练使用 IOS SDK；5、熟悉IOS下电话、信息、地理定位、数据库、地图、TTS开发、微信接口、支付宝接口等开发；6、能独立完成苹果产品开发；7、熟悉IOS应用开发框架、数据库开发、Socket通信、HTTP编程，能独立开发高性能的Android、IOS应用；																		,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
813,高级Android开发工程师,移动开发,17500.0,聚项信息科技（上海）有限公司,上海,0.0,大专,						工作职责1、根据产品需求，完成Android客户端app相关模块开发；2、参与Android端架构设计和部分底层支撑Activity/模块的实现；3、app相关代码重构和性能的优化；4、修复测试和用户反馈的各类问题，并进行总结和改进；5、移动开发人员的技术培训，提高团队专业技能。’任职资格1、计算机或软件相关专业，本科以上学历；2、工作经验要求：5年以上Android开发工作经验；3、熟练掌握OOD/OOP方法；熟悉常用设计模式；4、精通Android开发平台的框架原理，能够熟练使用Android SDK；5、熟悉Android下电话、信息、地理定位、数据库、地图、TTS开发、微信接口、支付宝接口等开发；6、能独立完成安卓、苹果产品开发；7、熟悉Android应用开发框架、数据库开发、Socket通信、HTTP编程，能独立开发高性能的Android应用；																		,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Android开发工程师（消费分期）,移动开发,15000.0,上海固锦信息技术有限公司,上海,0.0,无,独立处理和解决所负责的开发任务，完成安卓平台的开发工作；2.参与整个开发团队的所有开发阶段，包括需求确认，详细设计和实现；3.具有良好的编程习惯，书写易维护、易阅读的代码/注释；4.在产品上线后根据后续反馈结果对产品进行优化，不断丰富和完善产品；5.根据项目要求，撰写各种技术文档；6.领导交办的其他工作事项。岗位要求：1.本科以上学历，计算机相关专业，3年以上开发经验；2.熟悉Android常用的设计模式、数据结构;有Android软件开发经验，熟悉Android移动终端开发技术；3.熟练掌握Android各种UI布局和控件，能够熟练自定义UI控件；4.熟练掌握HTTP及Socket编程，对APP与用户交互通知有较强的技术基础；5.对Android程序性能优化、内存优化有一定的经验；6.具有良好的开发基础，理解设计模式，在项目或产品中有很好的设计实践；7.思路清晰，善于思考，具有良好的分析和独立解决问题的能力；8.对新技术持有敏感性，愿意致力于新技术的探索和研究；9.有较好的沟通能力，能够比较好的进行团队协作。10.有Framework工作经验者优先。11.有ReactNative工作经验者优先。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
815,Android开发工程师,移动开发,10000.0,武汉尚软科技有限公司,武汉,3.0,大专,岗位职责：1、根据产品设计，完成Android客户端软件需求的整理和软件设计、开发、调试、发布；2、根据系统中具体难点问题，有针对性的进行技术攻关；3、能根据需求设计整体技术架构方案，可扩展性强；4、可以独立完成开发任务，并形成可迭代的技术文档。任职要求：1、大专及以上学历，计算机相关专业；2、精通android系统，至少3年以上的androidAPP开发经验；3、熟练掌握Android界面布局及绘制、数据存储、网络通信机制；4、熟悉各种机型的兼容性调试；5、熟悉socket，http等通信协议开发技术；6、熟悉WebView等相关Html组件使用；7、能独立进行第三方SDK接入开发；8、对AndroidAPP性能优化和内存优化有深入了解，熟练掌握Android平台下的代码调试和调优技术；9、诚信敬业、责任心强，具有良好的沟通能力、组织协调能力和团队合作意识。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,高级iOS开发工程师,移动开发,12500.0,广东豆豆鹿教育科技有限公司,广州,3.0,大专,岗位职责：独立负责豆豆鹿app的iOS端的原生开发任职要求：1.全日制专科及以上学历，计算机软件等相关专业，3年或以上iOS开发工程师工作经验；2.精通objective-c语言，熟悉c语言优先考虑；3.熟练使用各种布局与UI组件进行高兼容UI开发；4.有第三方支付接口与音视频录制和播放开发经验；5.熟练使用XCode开发工具与git代码管理工具；6.有教育行业APP开发经验者优先考虑；7.能够承受一定工作压力，较好的逻辑思维分析和表达能力，较强的团队协作意识；,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
817,Android开发工程师（高级）,移动开发,11500.0,重庆瑞众联科技有限公司,重庆,5.0,大专,岗位职责：1完成Android应用和产品的开发；2可以独立设计程序架构或很好的理解架构设计，保证平台统一；3对自己要求严格，能提交高质量的研发成果；4负责Android平台相关技术以及新技术的调研、实现；5作为代理组长管理团队，一年考察期满后，予以职位认定、薪级上调岗位要求：1 四年以上的实际Android开发经验；2精通Android开发平台及框架原理， 熟练使用Android开发的相关开发工具；3 精通Android界面开发，熟练掌握自定义控件、自定义UI开发；4 熟悉APP版本升级、迭代管理， 具有Android手机兼容性适配经验5 具备Android-TV开发经验优先6 具有良好编码风格，有较强的独立工作能力和团队合作精神；7 具备良好的沟通能力和团队合作精神；,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
818,IT开发经理（Android/IOS ）,移动开发,20000.0,上海轩天实业有限公司,上海,5.0,本科,岗位职责：1、负责移动产品(IOS/Android)等相关的技术研发管理工作；2、负责移动开发团队整体发展方向，负责团队目标和工作计划的制定和高效执行，确保目标实现；3、负责移动平台的架构分析、设计、核心研发、及方案制定，积极主动攻克技术难题，并能指导成员进行疑难问题的处理；4、参与公司的移动终端产品的需求分析，完成技术调研以及系统设计等；5、负责技术开发工作中核心模块的代码编写，对团队其他成员的提供技术上的指导支持和代码审核；6、制定移动端培训体系、培训内容，并组织相关培训；7、与移动研发团队成员紧密配合，快速、高效推动产品设计、研发。岗位要求：1.计算机相关专业，本科或以上学历。2.5年以上软件开发经验，3年以上移动端APP及电脑端开发相关工作经验，有技术团队管理经验。3.精通移动平台前端架构、性能优化和现实（IOS或Android平台至少一种），有实际项目经验。4.精通服务端开发技术，对主流开发框架有实际项目经验。5.熟练掌握数据库设计、优化、管理；6.细致认真、良好的沟通、协调与表达能力，能承受较大工作压力薪资福利：1、薪酬：岗位工资+绩效工资+奖励机制（综合14/19薪）2、福利：员工活动/聚餐+外出旅游+节假日福利+年终福利3、休假：周末双休+国家法定节假日、年假、婚假、产假等带薪休假4、培训：入职培训+岗位技能培训+职业规划培训等带薪培训,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
819,安卓开发工程师/android开发,移动开发,12500.0,上海轩天实业有限公司,上海,3.0,本科,工作职责：1.根据产品设计要求和项目进度完成开发任务，保证开发质量；2.升级、优化技术框架，提升业务研发效率；3.进行移动开发平台新技术调研，持续对app技术进行升级维护。工作要求：1.计算机软件或相关专业本科以上学历，3年以上Android开发经验；2.Java基础扎实，理解io、多线程网络等基础框架（OKHttp/RXJava/Retrofit/Glide等）；3.熟悉Android常用组件、框架和技术原理；4.对Android性能优化有一定理解；5.有过H5经验优先；6.良好的沟通能力和团队合作精神。,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
820,中级游戏测试工程师,移动开发,6500.0,重庆迅游科技有限公司,重庆,2.0,大专,"岗位职责：1、与一流的开发团队协同工作，根据需求对游戏进行功能、性能、兼容、接口测试并且反馈游戏可玩性、易玩性；2、能独立执行项目测试，设计测试方案、测试用例等相关文档，能够准确定位测试重点；3、协助客户端、server技术人员定位并解决复杂的技术问题；4、根据测试结果编写测试报告并向上级汇报。 岗位要求：1、大专以上学历(含)，计算机软件相关专业毕业，至少具备二年以上互联网产品的测试经验；2、熟悉数据库的基本操作，如sql,mysql，了解linux或Unix操作系统，能进行简单读写操作；3、熟悉测试方法及其过程，能够独立撰写测试用例，完成测试任务；4、熟悉互联网以及移动开发技术，熟悉游戏测试的方式、方法；5、热爱游戏，有丰富的游戏经验，对游戏有较深刻见解者尤佳；6、良好的沟通能力，能清晰、准确的在团队成员中表达自己的想法，注重团队合作；7、逻辑思维能力强，做事有耐心，抗压能力强，有极强责任心；8、可以胜任重复性工作，能接受加班；9、有接口测试经验者优先。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,Android开发工程师,移动开发,12500.0,珠海两码事信息技术有限公司,珠海,1.0,大专,岗位职责1、与团队协作完成Android客户端开发(不限于手机)、调试和维护；2、完成详细设计、系统开发等相关技术文档的编制；3、协助测试工程师制定测试计划，定位并解决发现的BUG；任职资格1、大专及以上学历，一年以上工作经验，计算机相关专业；2、熟悉Android网络通信机制、IPC机制，对Socket、TCP/IP和HTTPS有深刻的理解及相关经验；3、熟悉Android及Android NDK开发，熟悉SQLite，熟悉Linux；4、熟练掌握Android Studio、Eclipse、Git、IntelliJ IDEA等相关开发管理工具。5、有Android自主应用软件产品者优先；6、有C/C++开发经验者优先；7、有Weex、ReactNative开发经验者优先；8、具备良好的沟通能力和优秀的团队协作能力；,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
822,Web前端开发工程师,移动开发,16500.0,广州秒乐网络科技有限公司,广州,0.0,无,"、负责Web项目、应用前端界面和功能的构建、开发，不断的优化升级，提高用户体验。2、持续关注新的技术，改进我们的产品。任职要求：1、至少3年以上前端开发经验，精通HTML、CSS、JS，熟悉页面架构和布局，对表现与数据分离、Web语义化等有深刻理解。2、良好的编程习惯，至少掌握一种以下语言，如 PHP、Java、Python、nodeJs。3、熟悉HTTP协议及缓存,了解基本的浏览器渲染及网络传输过程，熟悉跨终端、跨浏览器的开发模式。4、有NativeApp，HTML5/CSS3 移动开发经验优先。5、有良好沟通和团队协作能力、有很强的心里素质和责任心，持续推动拿结果。",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
823,Android 开发,移动开发,14000.0,江苏人加信息科技有限公司,北京,3.0,大专,、3 年以上移动开发经验，熟练开发 11 Android 移动应用；2、精通 Android 开发平台的框架原 理，熟悉 Android 应用开发流程，熟 练掌握 Android UI 开发技能，熟练使 用相关 SDK；3、根据产品功能需求设计完成软件实 现，已有发布 Android 应用作品者优 先；4、工作认真细致，责任心强，能适应 高强度工作压力，良好的沟通能力和 团队合作精神；,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,嵌入式视觉算法工程师,移动开发,37500.0,广州图匠数据科技有限公司,广州,0.0,本科,岗位职责：1. 理解和重构公司现有核心算法，并移植到嵌入式平台，如ARM、DSP、FPGA等；2. 根据平台相关特性对算法进行定点化、指令集等方面优化；3. 与算法研究员一起对算法进行定点化训练、模型压缩、模型裁剪等相关工作；4. 与移动开发人员一起对算法进行测试和对齐工作。任职要求：1. 精通Linux下C/C++编程，有产品级开发经验；2. 对嵌入式平台优化有深入理解，熟悉某一平台的特殊指令集，如ARM平台的NEON指令；3. 对深度学习相关算法有一定了解，熟悉深度学习相关基础算子，如Convolution、Deconvolution、Pooling等操作；4. 有算法定点化相关经验，算法定点训练背景更佳；5. 了解一些常用嵌入式模型，如SqueezeNet、MobileNet、ShuffleNet等；6. 理解深度学习相关算法的复杂度如何计算，有模型压缩和裁剪经验更佳；7. 以上1、2为必要条件，3~6满足一条即可；8. 良好的团队合作意识，思维敏捷，头脑开放，善于沟通。,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
825,H5前端程序员,移动开发,9000.0,广州市鲸歌传媒有限公司,广州,1.0,大专,"岗位职责：2.负责公司产品持续优化和提升用户交互体验3.负责的代码开发能力，能够独立进行需求分析、创建和维护项目、调试,发布任职要求：1.大专及以上学历，计算机或相关专业2.熟悉白鹭Erget或者LayBox引擎，有1年或以上使用经验3.精通JS/TS语言，开有良好的编程习惯，熟练掌握面向对象编程思想，熟悉常用游戏算法4.对Android、iOS移动开发有一定了解5.能熟练接入各类SDK（quick、爱贝等）6.了解H5游戏研发与上线流程7.有强烈的责任心，具有团队精神和创新精神，有良好的沟通能力和团队协作精神，能够承受工作压力职能类别：										多媒体/游戏开发工程师																			互联网软件开发工程师									关键字：SDK,游戏开发",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
826,web前端架构师,移动开发,30000.0,北京微海管理咨询有限公司,武汉,5.0,本科,、 负责PC端及移动端的前端开发工作；2、 与产品设计、开发人员紧密配合，准时、高质量地完成模块功能；3、 分析项目需求，能给出良好的解决方案，并能积极主动协助其他相关人员完开发及调试工作。任职要求1、 大学本科及以上学历，计算机或相关专业，6年以上开发经验；2、 精通Javascript，熟练手写原生JS代码，精通各种前端调试工具， 熟悉JS性能优化，了解es5、6、7；3、 精通常见前端类库（jQuery，Zepto等），熟悉前端MVC框架（VUE、AngularJs等）；4、 熟练运用CSS3新特性，熟悉HTML5最新规范，熟悉常见的移动开发框架（jquery mobile、sencha touch）；5、 熟悉所有常用浏览器，能利用自己的经验有效地解决浏览器兼容问题和性能问题；6、 熟悉Java等后端开发语言，有前后端合作开发经验者优先考虑；7、 强烈的责任心，思路清晰，有优秀的沟通能力和团队合作精神。,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
827,Web前端开发工程师,移动开发,9500.0,汇智众通（深圳）科技文化产业有限公司,深圳,2.0,大专,"任职要求：1、大专及以上学历，计算机、网页设计、美工等相关专业；2、熟练掌握并使用符合W3C标准的HTML5相关技术（JavaScript/CSS3/WebSocket等）；3、了解不同操作系统及浏览器的兼容性区别(Win/Mac,Chrome/Safari/Mozilla/IE)；4、能熟练运用一种常见JS开发框架，如JQuery、Vue、等，有pc和移动开发相关经验；5、使用HTML/CSS/Javascript/Ajax等Web技术，开发符合W3C标准的前端页面;6、配合设计，精准完成设计交互和体验；配合后台开发工程师，完成WEB页面的交互功能、联调等工作;7、对WEB页面的整体优化和效率调优；对WEB前端相关技术的研究。8、善于使用前端的基本调试工具，熟练手写代码；有责任心、较强的学习能力，具有良好的团队合作、协作精神；9、对页面优化有一定的认识.对页面的加载速度，时间，大小进行优化，尽量减少请求，页面下载大小;10、有公众号、小程序开发经验者优先。",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
828,IOS中级程序员(西区),移动开发,7800.0,中山华定科技有限公司,中山,1.0,大专,"【职能描述】1、根据项目需求编写拓展性好，维护性强的代码。2、对复杂，且复用性强的界面结构代码进行封装，提高效率。3、及时响应用户提出的需求和问题，并做出判断，提供解决方案思路。4、编写项目需求文档，和相关技术文档。5、跟进项目的内部测试，阶段测试，并收集反馈信息。6、对已测试完成的项目，进行发布上线(应用市场)。7、跟进项目的后期维护，版本迭代更新。【任职条件】1、熟练掌握Object-c语言，了解Swift语言，熟悉AutoLayout设计，具备扎实的OC编程基础。2、熟练运用Delegate,Block,GCD,KVO,Notification,Thread等编程技巧。3、熟练运用CoreData,Sqlite,NSUserDefault,沙盒，序列化等技能技巧处理业务数据。4、熟悉SQL语言，能独立编写增删改查SQL语句。5、熟练掌握使用AFNetWorking框架对接后台服务端接口数据。6、能自定义(封装)控件和编写常用的动画效果，熟悉OC的runtime机制和内存管理机制。7、熟悉IOS下网络通信机制，对Socket通信、TCP/IP、HTTP和XMPP有一定理解和经验。8、拥有良好的代码习惯（结构清晰，命名规范）。9、熟练AppStore应用发布流程，熟悉证书管理，有应用上架经验。10、热爱移动开发，对工作有激情，一定的学习能力，抗压能力。11、有Office办公应用开发者优先考虑。【具体上班时间】星期一&六08:00-15:30（含早餐与午餐时间1.5小时）星期二至五08:00-17:30（含早餐与午餐时间1.5小时）【薪金待遇】考核期两个月：6620-9020元/月（包含：交通补贴200元+话费补贴90元+日勤奖240元+就餐补贴200元）。考核期后按部门薪酬制度执行，如能力突出，待遇面议。【在职培训】1、入职初期，公司会安排相关导师指导新人，帮助新人尽快融入公司和熟悉工作内容。2、公司将定期为在职同事提供职业发展培训，帮助在职同事寻找未来职业方向，实现发展目标。【晋升方向】中级程序员—高级程序员—初级编程组长—中级编程组长—高级编程组长—资深编程组长—编程主管—高级编程主管—资深编程主管【招聘流程】技术面试—人事面试—资料审核—正式入职如果你积极上进，不甘平凡，渴望过上快乐工作、快乐生活的日子，赶快加入华定吧！我们为你提供丰厚的收入以及良好的晋升平台。◆◆◆请求职者留意，关于网站招聘，我司目前只跟【前程无忧网】&【国际人才网】合作，请勿相信其他网站的招聘信息。对我司岗位有兴趣的求职者可在【前程无忧网】&【国际人才网】投递简历，或把简历发送至招聘HR邮箱：recruitment@wxftrading.com（并留言应聘岗位），谢谢！",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
829,研发总监,移动开发,30000.0,优鲜供应链有限公司,济南,5.0,本科,招募将帅良才：1、全日制本科及以上学历，5年以上相关工作经验，有项目管理经验优先。2、有软件开发背景，熟悉JAVA和PHP语言，分布式架构，移动开发、大数据等常见的产品 ； 3、对供应链B端电商交易有较深的认知，掌握常用的互联网分布式系统中间件。 对学习和驱动新业务充满好奇，并且有能力快速学习新技术； 4、对业务架构及应用架构有整体深刻理解，能够独立完成业务架构设计、关键领域业务建模； 5、有较强的组织领导能力，有高度的责任感，良好的沟通合作技巧、团队合作精神。您的目标：1、负责技术平台的技术架构和实施；2、负责技术团队建设和管理，注重人才培养和营造创新的研发文化； 3、负责组织并指导技术团队在整体架构下开展产品设计、系统研发、上线前的测试工作，协调项目开发或实施的各个环节，把握项目的整体进度； 4、负责研究相关业务技术解决方案；主导版本迭代的重大决策，准确的将业务需求转化为设计需求，形成系统架构设计； 5、负责对业界新技术保持敏锐的感知，积极探索新技术在公司产品上的应用，对公司未来技术走向提出重要建议；6、参与研发过程管理和控制，包括进度安排和控制、风险管理和控制、质量管理、配置管理、产品测试等,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
830,技术总监,移动开发,30000.0,优鲜供应链有限公司,菏泽,0.0,无,互联网时代，产品研发意义重大，如今也面临新的挑战和机遇，研发人才如何顺应潮流、跟上步伐？良才择优企而栖，选对平台，才可以施展才华、快速腾飞。我们有“冻品供应链+互联网” 的蓝海商业模式，有文化驱动的高绩效团队，有年轻活泼、奋发有为的管理队伍。期待互联网研发人才能抓住此次机遇，与我们一起携手，共赢未来！一个人的梦想只是梦想，一群人的梦想，可能是一个时代！我们，期待您的到来！我们提供给你的，不仅仅是一个岗位，更是一个人生的方向！招募将帅良才：全日制本科及以上学历，5年以上相关工作经验，有项目管理经验优先。有软件开发背景，熟悉JAVA和PHP语言，分布式架构，移动开发、大数据等常见的产品 ； 对供应链B端电商交易有较深的认知，掌握常用的互联网分布式系统中间件。 对学习和驱动新业务充满好奇，并且有能力快速学习新技术； 对业务架构及应用架构有整体深刻理解，能够独立完成业务架构设计、关键领域业务建模； 有较强的组织领导能力，有高度的责任感，良好的沟通合作技巧、团队合作精神。您的目标：负责技术平台的技术架构和实施；负责技术团队建设和管理，注重人才培养和营造创新的研发文化； 负责组织并指导技术团队在整体架构下开展产品设计、系统研发、上线前的测试工作，协调项目开发或实施的各个环节，把握项目的整体进度； 负责研究相关业务技术解决方案；主导版本迭代的重大决策，准确的将业务需求转化为设计需求，形成系统架构设计； 负责对业界新技术保持敏锐的感知，积极探索新技术在公司产品上的应用，对公司未来技术走向提出重要建议；参与研发过程管理和控制，包括进度安排和控制、风险管理和控制、质量管理、配置管理、产品测试等企业简介：优鲜直采网寓意为：冻品优于鲜，厂家直采，畅享“优先”级服务。我们公司为食品供应链企业提供冷鲜食品线上交易管理服务，是中国北方最大的冷鲜食品电商服务平台。我们一切都是为了让千万食材商家交易更轻松，我们帮助客户提升利润、提高管理效率、提升团队管理水平。我们的“九星连珠”价值观是客户第一、诚信求真、乐观皮实、激情敬业、独立互赖、拥抱变化、共启愿景、育己育人、胸怀格局。我们的愿景是打造食材生态圈，让每位参与者获得幸福和乐趣。我们将组织打造成无数个能够自成长的生命体，我们将人才视为企业第一资产，我们信奉“有人才有未来”，我们将与您一起见证一个行业的发展和鼎盛。我们将以开放的姿态，努力搭建一个广阔平台，与诸位朋友精诚合作、共创伟业。,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
