,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Fpga,Dsp,Protel,Eda
235,单片机、嵌入式软硬件开发工程师,硬件开发,9000.0,深圳市华盈泰智能技术有限公司,深圳,2.0,本科,"						职位要求：1、本科以上学历，自动化控制、测控技术与仪器、通信电子计算机及其相关专业；2、丰富的软硬件协同开发及调试经验，有医疗器械电子产品开发经验优先；3、精通C、C++、VC++等硬件接口程序设计，熟悉linux、android平台的开发；4、具有3年单片机开发经验，熟悉32位嵌入式系统设计,ARM系统架构；5、良好的文档写作能力和编程习惯，能阅读理解科技英文资料；；6、良好的学习能力，思路严谨，谦虚诚实，较强的团队协作和沟通能力。7、熟悉医疗器械电子产品开发安规，熟悉生命特征检测类产品相关技术者优先；8、熟悉WIFI、蓝牙通讯技术应用者优先；工作要求：1、有2年以上产品开发、生产经验，能够按客户要求编写相关技术开发资料；2、有一定的模拟、数字、高频电路等硬件基础；3、能够带领一般技术人员协同开发完成产品；4、认真负责，勤奋好学，吃苦耐劳，具团队合作精神。没有独立开发经历的新手勿投！																		",1.0,0.0,0.0,0.0,0.0
236,硬件开发工程师,硬件开发,20833.33,宁波捷创技术股份有限公司,杭州,3.0,本科,工作职责： 1.  深入理解系统需求，来进行产品硬件方案选型评估、设计； 2.  硬件电路原理图、PCB图的设计制作； 3.  样机焊接、调试； 4. 完成产品各种电气试验； 5. 完成开发各个阶段相关设计文档的编写。 任职资格： 1. 大学本科或以上学历，通信相关行业3~5年工作经验； 2. 有独立承担产品硬件设计的经验； 3. 精通主流的嵌入式平台，如ARM、DSP、PowerPC、MIPS等平台； 4. 至少熟练掌握一种原理图和PCB的设计软件，如：Protel、PADS、Allegro和OrCAD等，有高速信号布线经验； 5. 熟悉数模混合电路的设计；有EMC、安规等设计经验；,0.0,0.0,1.0,1.0,0.0
237,嵌入式硬件开发工程师,硬件开发,7000.0,凌科芯安科技（北京）有限公司,北京,1.0,本科,岗位职责：1、售前阶段支持客户完成智能卡及加密芯片的通讯调试、应用开发，为客户完成方案技术讲解；2、售前阶段分析客户需求，制定技术应用方案；3、售后阶段分析返厂坏片，提出解决或升级改进方案；4、配合完成现有开发套件的维护与升级；5、参与新产品的调试、测试与开发套件制作；6、主要采取远程技术支持的方式。任职资格：1、熟练掌握嵌入式C语言编程，熟练使用KEIL编译器；2、熟悉UART、I2C、SPI等通讯协议的特点，具有实际调试能力；  3、独立调通过UART、I2C或者SPI通讯；4、具备基本的数字电路、模拟电路基础知识；5、电子，计算机等相关专业大学本科以上学历；6、具备一定的英语阅读能力；7、具有良好的口头及文字表达能力，善于沟通，主动性强；8、具有吃苦精神，能够承受较大的工作压力，自学能力强；9、富于团队合作精神，工作责任心强；10、了解智能卡原理者优先；11、熟悉PBOC、ISO 7816、ISO/IEC14443规范者优先；12、有相关行业工作经验者优先；13、能力优秀的应届本科毕业生，半年以上安全芯片行业、有智能卡行业工作经验优先。物质福利以外的收获：1、技术能力与人际交往能力的双重提升2、在支持过程中，进一步了解嵌入式、上位机系统开发应用技术，不断了解行业特点，积累人脉3、团队合作的成就感，在凌科芯安，没有个人，只有团队。4、稳定长期的发展，10多年的行业与资本积累使得凌科芯安能够给你一个长期稳定的发展环境。5、从容转型，根据个人意愿与发展方向，如果技术能力达到要求，还可以转升到研发部门，由行业资深的技术总监亲自指导带领。也可转为技术型销售。6、良好的企业文化与氛围，会让你每天都有一个轻松愉快的工作环境。7、轻松舒适的办公环境。工作时间：周一至周五，9:00--17:30，周末双休。薪酬福利：薪酬制度：基本工资+岗位工资+年终奖金+绩效奖金员工福利（转正后）：五险一金、带薪年假、餐补、交通补助、通讯补助、年度体检、生日福利、节日福利激励措施：定期培训、团建活动、国内外团队旅游、全勤奖、老员工大奖、市场推广奖、年会活动、年会大奖,1.0,0.0,0.0,0.0,0.0
238,资深硬件开发工程师,硬件开发,13000.0,安徽问天量子科技股份有限公司,芜湖,0.0,本科,岗位职责：1.负责模拟数字电路设计和开发；2.承担硬件相关技术攻关；岗位要求：1、本科及以上学历，电子、通信、计算机网络相关专业；2、熟悉高速电子电路，掌握常用硬件设计工具；3、熟练掌握模拟与电路数字电路设计；4、熟练掌握Protel或Cadence，具有优秀的电路版图设计能力；5、熟悉嵌入式系统设计，包括单片机或ARM处理器开发；6、具有良好的沟通能力、言语表达能力和团队合作意识。薪酬福利待遇：【薪资待遇】具有同行业竞争力的薪资，入职购买五险一金，每年至少1次调薪机会；【奖金福利】项目奖金，更有极富竞争力的年终奖金；【其他福利】周末双休/法定带薪假期/节假日礼品/结婚生育礼金；带薪假期包括国家规定的各类节假日，婚假，产假，陪产假，年假等，带薪年假按服务年限享有5-15天带薪年休假；【晋升发展】公司惜才重才，关注员工的学习和发展，全年提供不间断的免费专业培训机会，并有外出进修学习的机会，学习氛围浓厚；同时具备完善的内部晋升体系，广阔的职业发展空间；【文体活动】丰富的企业文化活动，健身房，篮球场，不定期团队活动；【工作环境氛围】您将在5A级舒适的办公环境中办公并且加入到一个年轻充满活力的团队，工作环境优美，地理位置优越，公交站附近。难以拒绝的发展前景，振奋人心的发展机会，让人跃跃欲试的才华施展舞台，任你驰骋，问天量子期待您的加入！,0.0,0.0,0.0,1.0,0.0
239,嵌入式硬件开发工程师,硬件开发,7000.0,成都至诚恒远物联网技术有限公司,成都,3.0,大专,"原理图设计，PCB绘制，熟练使用AD进行PCB设计；2)精通数电，模电，对MCU,MPU的的常用外设充分了解；3)根据公司技术文档规范编写相应的技术文档、记录质量测试结果；4)制定软件测试方案、完成软件基本测试；5)研究项目技术细节、编写相应的说明书。任职要求：1.大学专科及以上学历，电子、自动化、通信相关专业毕业，2年以上工作经验；2.具备数字电路和模拟电路基础,至少掌握一种单片机的应用；3.具有较强的学习能力、沟通能力和一定的抗压能力，能独立解决技术问题，根据项目需要快速学习并掌握新技术；4.具有敬业和团队合作精神，善于交流；5.有物联网行业经验优先。",0.0,0.0,0.0,0.0,0.0
240,资深电力系统自动化硬件开发工程师,硬件开发,17500.0,深圳市粤能电气有限公司,深圳,0.0,本科,"工作内容与职责：1、负责完成公司硬件产品的设计与开发；2、负责项目要求的总体方案、器件选型、原理图设计、PCB设计、调试、测试到生产跟进等工作，并对设计质量负责；3、负责产品升级和维护，对现有产品的不足进行分析，找到目前产品的瓶颈，改进产品工艺和制造流程，提高系统性能；4、编写各种硬件设计文档和标准化资料；5、负责定期总结相关研发经验，组织技术交流和经验积累；6、编制工作计划及总结，定期向公司主管领导汇报，完成领导交办的其他工作。7、负责为客户及相关人员提供与公司产品相关的技术支持及技术服务。任职要求：1、统招本科及以上学历，电气、电子等相关专业；2、具有三年以上专业工作经验；3、理解现代企业研发流程，有良好的沟通和协调能力，能够熟练应用Altium,Protel99或Pads等工具其中一种。4、具有硬件设计和调试经验，有独立工作能力，有较强的分析和解决问题能力；5、务实、逻辑思维缜密、工作细致有耐心，能够积极主动推动项目进展；6、有强烈的上进心和求知欲，善于学习新事物，对技术充满激情。7、责任心强、能承受一定的工作压力；",0.0,0.0,0.0,1.0,0.0
241,硬件开发工程师,硬件开发,14000.0,广州畅联信息科技有限公司,广州,3.0,大专,岗位职责：1、负责硬件产品的需求调研、方案设计；2、负责产品详细设计报告编写；3、负责产品设计详细的原理图、PCB图；4、负责产品元器件的选型与板子调式，编写调试程序、嵌入式应用程序；5、负责协助测试开发的硬件设备，确保其按设计要求正常运行；6、负责硬件产品的安装培训；7、负责所开发硬件的维护以及资料存档；8、负责完成上级领导安排的其他任务。任职要求：1、熟练掌握DXP、PADS、Cadence等至少一种EDA工具；2、能识别各种通用的元器件，掌握其基本的参数以及应用；3、懂得模拟电路和数字电路设计，具有单片机、ARM开发技能；4、掌握STM32，STM8系列芯片开发应用；5、熟悉BLE、RF433MH无线通信技术；6、熟练操作电子仪器仪表及工具，精通硬件调试；7、动手能力强，能焊接调试电路板；8、有门锁相关经验；9、思维开阔、爱学习钻研，具挑战精神；性格开朗、沟通能力强，具有团队协作及集体荣誉感！,0.0,0.0,0.0,0.0,1.0
242,资深电子硬件开发工程师,硬件开发,17500.0,浙江鸿吉智能控制有限公司,绍兴,3.0,硕士,任职要求1. 在电子控制领域获得硕士及以上学位或有五年及以上硬件设计经验的学士学位拥有者；2. 3年及以上汽车行业工作经验；3. 精通MCU和数字、模拟电路；4. 熟悉CAN、Ethernet、串行通讯技术；5. 熟悉C语言和底层程序编写‘’6. 熟悉PCB设计；7. 熟悉硬件仿真技术；8. 熟悉数字信号处理和使用示波器等工具；9. 熟悉汽车控制技术和电动车控制技术；10. 熟悉HIL系统；11.熟悉永磁无刷电机控制器硬件或TBox硬件12. 熟悉TS16949质量管理系统如DFMEA和DV、PV；13. 熟悉国家有关质量规范，如EMC、ISO26262、安全防护等；14. 英语6级或以上；15. 有驾驶执照；16. 有良好交际沟通能力，开放和富有创造性，有良好写作能力。职责描述;1. 制定计划并向硬件部部长报告；2. 按要求完成公司所需要的控制器硬件设计、焊接、测试、调试、产业化；3. 按要求完成控制器底层程序的编写、测试、调试、产业化；4. 编写DFMEA和实施必要的第三方测试；5. 按要求出差和客户交流、解决客户问题、满足客户要求；6. 在业务上培训和帮助本公司其他员工；7. 在工作上积极配合其它部门和本部门其他员工的工作；8. 按需要撰写设计说明书、测试用例等各种指导书和报告；9. 努力学习，积极发明创造，不断完善和提高自己；10. 为公司的发展献计献策、出力出汗。,1.0,0.0,0.0,0.0,0.0
243,嵌入式硬件开发工程师,硬件开发,11500.0,广东智源信息技术有限公司,广州,3.0,本科,岗位职责：1、负责产品的软硬件方案设计和软件开发编程； 2、针对公司不同项目需求进行硬件单板功能增加与裁剪； 3、整合项目中使用的各个仪器设备的接口如485、232、以太网等； 4、参与公司产品硬件平台建设以及新产品方案的讨论； 5、负责或协助其他工程师完成上位机控制接口的编写；岗位要求：1、具有单片机项目开发经验，熟悉单片机外围电路， 2、至少熟悉两种8位、32位单片机（STC系列、STM8、STM32等），具有STM32实际使用经验优先。 3、掌握嵌入式软件研发方法，掌握CC和其他常用开发环境，熟悉FreeRTOS等常用RTOS 4、具有良好模拟、数字电路基础，具有良好逻辑分析和设计能力； 5、熟悉电路设计、PCB布板、电路调试等； 6、熟练应用常用电子元器件，熟悉检索各种元器件材料； 7、两年以上硬件开发、集成、测试相关经验；8、具有优秀的代码编写风格9、有熟悉GPRS、GPS、以太网TCP/IP、485、232、SPI、IIC等物联网通讯协议优先。,0.0,0.0,0.0,0.0,0.0
244,硬件开发工程师,硬件开发,15000.0,以诺康医疗科技（苏州）有限公司,苏州,2.0,本科,工作职责：1. 功能电路设计。根据产品经理的要求，进行功能电路设计与实现，包括原理图设计、PCB绘制，物料选型、电路调试；2. 整理电路物料清单，调试记录，改进记录；3. 配合软件、应用工程师进行仪器设备调试、故障分析；职位要求：1. 本科及以上学历，电子、电气、计算机、自动化、生物电子、物理等专业，985/211优先；2. 掌握基本的数字、模拟电路功能分析；3. 英语水平良好，能熟练阅读英文芯片手册、仪器手册；4. 具有良好的团队合作精神，愿意与他人合作；5. 具有医疗器械、仪器设备领域工作经验者优先；6. 熟练掌握OrCAD PSPICE/capture、Cadence者优先；,0.0,0.0,0.0,0.0,0.0
245,硬件开发工程师（南方电网）,硬件开发,17500.0,广州腾宇电力科技有限公司,广州,5.0,本科,你会在公司担任什么？1、负责电力智能采集终端产品的硬件需求分析，方案设计、实现等硬件开发工作。我们需要怎样的你？1、电力、计算机、通信、电子类等相关专业，本科以上学历； 2、5年以上硬件产品的开发经验，熟悉硬件产品的开发流程； 3、熟悉电子电路、电子元气件产品的性能和测试方法； 4、熟练使用Protel、PADS、PowerPCB等电路设计软件； 5、对嵌入操作系统有一定了解，具备DSP、ARM 、51至少一种的开发经验； 6、熟悉EMC测试规范，具备EMI、EMC设计经验者优先； 7、具有电力载波、居民集抄、负控、配网、电能表等产品开发经验者优先。我们可以给到你什么？1、周末双休，节假日也休，非常有竞争力的工资、餐费补贴哟；2、高大上的办公环境；3、生日福利+吃货福利....·大小福利享不停；4、每月财务姐姐8号发工资；5、在这里，你将逐步独立负责项目的开展，获得满满职场力；6、表现优异的宝宝可提前转正。【福利待遇】- 基本薪酬：富有竞争力的基本薪酬，每9-12个月有一次调薪机会；- 奖励福利：包含但不限于年终奖金，同时享有加班补贴等；- 五险一金：员工入职即按国家及地方政府规定缴纳社会保险（养老、医疗、工伤、失业、生育）及住房公积金；- 带薪假期：周末双休、各种法定假期（国家法定节假日、带薪年假、婚假、产假及陪产假等），还提供带薪病假；- 员工活动：暖心生日会、美味下午茶、部门聚餐、年度旅游和团建活动等；- 内部晋升：每一年有内部晋升的机会。备注：1、周末双休，上班时间为周一至周五 ：8：30-12：00，13：30-17：30。2、此为南方电网第三方合同制岗位。,0.0,0.0,1.0,1.0,0.0
246,射频硬件开发工程师-武汉,硬件开发,17500.0,上海大唐移动通信设备有限公司,武汉,2.0,本科,"岗位职责：1.参与设计系统总体方案,制定开发,调试计划;2.完成详细文档,原理图,调试方案的开发和评审,指导PCB布局布线;3.完成射频硬件电路调测；4.完成硬件系统的调试并配合软件完成系统联调;5.配合完成整机结构,热的设计工作;6.负责完成产品中试文档的整理,审核以及负责产品的中试转产工作。岗位要求：(1)本科及以上学历，通信、微波、电子相关专业毕业 ；(2)本科2年以上相关工作经验，研究生1年以上相关工作经验；(3)具备通信系统电子线路设计工作经历，熟悉射频系统及单元电路原理；(4)熟悉无线通信原理和数字/模拟信号处理等基础理论知识；(5)熟悉Protel/Cadence等EDA开发工具；(6)熟练使用综测仪、示波器、频谱分析仪、信号源等测试仪表；(7)熟悉ADS、HFSS等仿真软件；(8)良好的沟通能力和团队合作精神。",0.0,0.0,0.0,1.0,1.0
247,硬件开发工程师,硬件开发,9000.0,虎斑科技（天津）有限公司,天津,2.0,本科,根据项目进度和任务分配，完成符合功能要求的硬件开发产品；2.根据项目要求，完成线路板方案设计、器件选型、原理图及PCB绘制、调试、测试维护优化等工作，并对设计质量负责；3.协助高级硬件工程师进行相关技术攻关工作；4.负责指导助理硬件工程师完成相关硬件设计；5.负责相关类硬件电路的设计评审；6.负责部分硬件人员的绩效考核及管理工作。要求：1.精通话Altium/Protel设计软件，进行硬件电路设计、PCB绘制；2.精通逻辑门电路、集成运放等器件的电路设计；3.熟悉模拟电路、放大电路、射频电路的应用；4.硬件相关设计工作经验。,0.0,0.0,0.0,1.0,0.0
248,硬件开发工程师,硬件开发,9000.0,北京汇美电子技术有限公司,北京,1.0,本科,、具有通信工程、电子信息工程等相关专业本科以上学历；2、掌握数字电路、模拟电子电路；3、能独立设计单片机硬件及软件；4、有多层以上布板经验者优先；5、能熟练使用常用单片机进行软、硬件开发； 6、家住廊坊、通州者优先考虑。,0.0,0.0,0.0,0.0,0.0
249,硬件开发工程师,硬件开发,12500.0,武汉中创融科科技股份有限公司,武汉,0.0,本科,职位描述：1、针对非标设备开发适配板；2、针对客户应用，进行产品方案论证与软硬件技术验证；3、和其他工程师配合开发成套智能测控设备；任职要求：1、本科及以上学历，自控、电子、机电一体化、通信、计算机，电子信息，测控技术等相关专业毕业；2、英语水平CET-4以上，熟练的科技英语能力；3、精通C语言、Verilog或VHDL；4、精通至少一种PCB设计工具，PADS加分，了解PCB制版工艺；5、熟悉各种常用外围芯片使用，比如放大器，逻辑器件，LDO等；6、精通至少一种单片机，AVR，STM32等，至少熟悉一种主流FPGA厂家（Altera，Xilinx等）的产品；7、精通各种常用通信总线，比如串口，网口，CAN，SPI，I2C等；8、熟悉一种上位机开发语言，LabVIEW，VB，C#等9、要求工作细心，态度认真负责，有责任心能吃苦耐劳及团队合作精神。10、迎应届生投，与公司共成长。公司福利：1、每周工作时间5天，每天8小时，国家法定节假日，提供下午茶；2、办理五险一金及员工补充医疗保险、员工商业保险、员工子女补充医疗保险。3、员工伙食补贴，带薪年假  4、定期旅游、年度体检5、优秀员工可参与公司股权激励计划。,1.0,1.0,0.0,0.0,0.0
250,硬件开发工程师,硬件开发,7500.0,新会江裕信息产业有限公司,江门,2.0,本科,						主要岗位职责：负责打印机、投影机等产品的硬件开发。1、在项目评估阶段，按要求进行必要的设计预研，提出合理的电子设计方案；2、根据项目进度和设计要求，完成电子电路的设计及调试；3、参与整机测试、项目各阶段的评审工作；4、按开发流程要求完成设计输出文件；5、配合开发组完成产品的认证工作；6、对产品进行电子物料型号的选择与成本控制；7、协助其它部门解决生产中的物料采购、工程、工艺、质量等问题，对项目或产品提供技术支援；8、完成领导下达的其它临时性任务。任职资格：1、本科或以上学历；电子工程或相关专业；2、3年以上电子产品研发经验，专业基础知识扎实；3、具备良好的成本意识与控制能力；4、熟练掌握Mentor PADS、DXP等设计软件，会使用数字示波器、逻辑分析仪等仪器设备；5、了解各国主要的安全与电磁兼容标准，具备较强的EMC设计能力；6、有良好的沟通与团队合作能力，善于学习，有创新精神，敢于面对工作压力，工作细致，责任心强；7、有嵌入式系统开发、FPGA开发、项目管理经验优先，能熟练运用CAD工具进行电子电路仿真分析者优先；8、英语水平CET4或以上。																		,0.0,1.0,0.0,0.0,0.0
251,研发部——硬件开发工程师（深圳）,硬件开发,12500.0,杭州宏杉科技股份有限公司,深圳,0.0,本科,、参与新器件选型。2、负责单板详细设计报告。3、负责单板原理图设计。4、负责提供单板PCBLayout规则、单板PCB审查及评审进度跟踪。5、负责撰写单板调试计划及调测报告、单板功能调测、单板改版等工作。用人要求：1、两年以上复杂硬件开发、测试经验。2、精通数字电路设计，熟悉常用模拟电路设计，有高速信号设计经验。3、能熟练使用示波器等常用测试仪器。4、大学本科及以上学历。5、具备团队精神，能和人很好地合作。6、有服务器、计算机主板开发、测试，熟悉Intel处理器、芯片组平台的设计经验者优先。,0.0,0.0,0.0,0.0,0.0
252,嵌入式硬件开发工程师（中科实数）,硬件开发,12000.0,广州中国科学院软件应用技术研究所,广州,3.0,本科,岗位职责：1、负责产品硬件的设计、器件选型（BOM）、PCB布板、调试、测试；2、负责硬件开发、验证、升级和维护；负责供应商管理；3、参与工程的搭建，参与新产品模块设计与开发；4、负责C语言驱动开发，底层驱动开发 任职资格：1、5年以上硬件开发相关经验，熟悉树莓派/单片机/DSP/ARM等，能独立设计硬件方案；2、熟悉Altium Designer、Protel等电路设计软件；3、能够使用C语言独立编写硬件驱动程序；4、熟悉JMS580、ASM1352等桥接芯片硬件开发；5、熟悉各类硬件接口（比如SD卡、U盘）优先。,1.0,0.0,1.0,1.0,0.0
253,高级硬件开发工程师,硬件开发,20000.0,广州诚迈信息科技有限公司,广州,5.0,本科,岗位职责：负责电力智能采集终端产品的硬件需求分析，方案设计、实现等硬件开发工作。任职要求：1、电力、计算机、通信、电子类等相关专业，本科以上学历；2、五年以上硬件产品的开发经验，熟悉硬件产品的开发流程；3、熟悉电子电路、电子元气件产品的性能和测试方法；4、熟练使用Protel、PADS、PowerPCB等电路设计软件；5、对嵌入操作系统有一定了解，具备DSP、ARM、51至少一种的开发经验；6、熟悉EMC测试规范，具备EMI、EMC设计经验者优先；7、具有电力载波或居民集抄或负控或配网或电能表等产品开发经验者优先。,0.0,0.0,1.0,1.0,0.0
254,硬件开发工程师,硬件开发,9000.0,珠海美安宝电子科技有限公司,珠海,3.0,大专,岗位职责： 1、负责公司产品的元器件选型，方案设计，原理图设计，PCB设计，电路板调试等； 2、参与产品设计，开发，测试，生产，维护等，解决硬件相关问题。 任职要求： 1、具备模拟电路和数字电路设计能力，电子元器件知识丰富； 2、两年以上电子产品开发工作经验，熟悉电路设计，并掌握一定的EMI和EMC设计方面的知识； 3、掌握嵌入式硬件知识，熟悉硬件开发模式和设计模式； 4、熟练使用cadence/orcad/allegro 等硬件设计工具； 5、有过安防行业实际项目和DVR产品开发经验者优先。,0.0,0.0,0.0,0.0,0.0
255,硬件开发工程师,硬件开发,14000.0,深圳正品创想实业有限公司,深圳,3.0,本科,"专业技能:1.熟练掌握CAN,SP,12C,UART,SDO,pCe,USB等至少一种接囗协议；2.熟悉物联网相关协议,如:COAP、MQTT、808、TCPP等:熟悉安全算法及传输协议,如AES、SL等；3.具有硬件调试基础,能熟练读懂硬件原理图和PCB；4.具有智能设备等测试经验的优先；5.熟练使用各关测试仪器仪表,如程控电源、功耗测试仪、电子负载、示波器、综测仪、万用表等；6.完成上级交付的其他工作任务；能力要求:1. 有良好的项目管理经验，可以独立完成一个项目的开发; 2. 具有较强的逻辑思维; 3.具有不解决问题不罢休的态度； 4. 团队沟通能力强；岗位职责:1.负责管理售货机的驱动板和安卓中控板的开发、测试、和生产对接。",1.0,0.0,0.0,0.0,0.0
256,嵌入式软/硬件开发工程师,硬件开发,16666.67,杭州迈杰教育科技有限公司,杭州,3.0,无,"***本岗位要求有6年以上电路软、硬件开发经验***岗位职责：1、从事音、视频类电子产品的研发工作；2、独立完成产品开发项目，编写产品开发文档，应用程序；3、参与产品可量产性评估优化及导入工作；4﹑配合市场业务部门进行客户设计要求分析评，并提出解决方案。任职资格：1、电子相关专业，大专以上学历；2、6年以上嵌入式电路设计，精通C语言编程，能独立开发产品；3、会使用ARM,msp430单片机、富士通单片机等开发产品；4、有从事过多媒体控制器、音视频类产品开发者优先，会编写上位机串口通信程序者优先；5、对新技术有较强的钻研精神，有较强的技术处理问题能力；6、具有良好的团队协作精神，做事严谨、勤奋、敬业。薪资待遇：年薪10万-30万福利待遇：1、缴纳五险（养老保险、失业保险、生育保险、工伤保险、医疗保险）；2、高温补贴（6月-9月）；3、节日福利；4、工作餐补贴； 5、工作时间：五天八小时工作制，周六日双休，国家法定节假日带薪休假。公司国内网站：http://www.hzmaijie.com公司国外网站：http://www.magic-avtech.com工作地点：杭州市未来科技城，办公环境优越。有意者请将个人简历发送至 2980632415@qq.com，623982665@qq.com并注明现住址和出生日期！未通知面试者谢绝电话咨询和上门拜访！",1.0,0.0,0.0,0.0,0.0
257,嵌入式硬件开发工程师,硬件开发,12500.0,深圳联友科技有限公司,广州,3.0,本科,"						工作职责：1、负责车辆电子控制相关的硬件设计、评审、调试、验证等开发工作;2、负责产品原理图设计及PCB LAYOUT工作,参与PCB设计评审;3、负责公司PCB文件和原理图文件的整理和归档工作；4、负责生产部PCB材料的样品评价及网板制样；5、负责与PCB生产厂家的PCB送样和确认工作；6、协助PCB样品板及成品板的焊接和测试工作。任职要求：1、全日制普通高校本科及以上学历，自动化、通信等与电子相关的专业；2、3年以上单片机、嵌入式系统产品开发经验，能独立完成硬件原理图和PCB设计；3、精通ORCAD、PROTEL、PowerPCB等EDA软件，能够熟练的独自完成双层/多层高速电路板的设计；4、熟悉PCB接地设计、ESD防护设计、线路串扰互扰抑制、I\O接口转换与阻抗匹配设计、帧噪声处理等等EMC设计技术；5、具备车辆电子部品硬件开发经验者优先；6、具备无线通讯、自动化控制等开发实践经验者优先。汽车IT部是联友科技的创新龙头部门，围绕着汽车智能化包涵智能网联汽车以及无人驾驶展开，经过几年的发展，在车联网领域已经取得了较大的突破，形成了包括车联车控产品系列，主动安全系列产品，车载娱乐及舒适系统，新能源产品系列的三大产品系列。 前装项目已经与多家主机厂（东风日产和东风雷诺）进行配套，包括Tbox和Tcu产品，IVI产品也即将与主机厂进行配套。由汽车IT部打造的启辰智能驾驶仓V-GO产品在国内各大车展也大获成功。诚邀各类精英加入汽车IT部的团队，创造属于你的价值。																		",0.0,0.0,0.0,1.0,1.0
258,硬件开发工程师,硬件开发,15000.0,南京荣飞科技股份有限公司,南京,5.0,本科,硬件开发工程师招聘要求岗位职责：1、按照计划完成符合功能性能要求和质量标准的硬件产品；2、根据产品详细设计报告，完成符合功能和性能要求的逻辑设计；3、编写调试程序，测试或协助测试开发的硬件设备，确保其按设计要求正常运行；4、编写项目文档、质量记录以及其他有关文档；5、清晰的思路与较强的计划性，良好的执行能力。职位要求：1、电子、通信、自动化、计算机等相关专业本科以上学历，具有扎实的电路和电子技术理论基础；2、精通数字、模拟电路，熟练设计原理图及LAYOUT，能独立承担项目硬件开发；熟练掌握各种硬件设计常用调试仪器；3、个人技术过硬动手能力强，能独立完成疑难项目研发；4、有一定的单片机驱动编程能力；5、有射频电路设计经验或物联网电子设备电路设计经验者优先。,0.0,0.0,0.0,0.0,0.0
259,模块硬件开发工程师,硬件开发,11500.0,武汉华工正源光子技术有限公司,武汉,5.0,本科,负责高速光模块的需求调研，根据客户定制要求定制光模块开发方案；2.高速光模块的电路设计，硬件调试；3.负责项目开发工作，并解决导入过程中技术问题；4.对项目各阶段结果分析总结并输出阶段总结文档；岗位要求：1.光模块行业工作经验3年以上，具备100G/400G光模块开发经验；2.本科及以上学历，通信，电信，电子，光电等相关专业；3.具备英语读写能力；4.有良好的沟通，组织协调能力,0.0,0.0,0.0,0.0,0.0
260,硬件开发工程师,硬件开发,11500.0,福建通力达实业有限公司,福州,3.0,本科,、3年以上硬件技术开发工作经验； 2、 通信、电子工程、自动化、计算机或其它相关专业，本科以上学历； 3.、精通硬件开发技能，掌握所属行业的相关专业知识和业务流程； 4、 熟悉OrCAD、PADS等硬件开发常用工具软件； 5.、有一定的技术英语阅读能力，能够阅读英文测试资料。岗位职责：1. 按照计划完成符合功能性能要求和质量标准的硬件产品；2. 根据产品详细设计报告，完成符合功能和性能要求的逻辑设计；3. 编写调试程序，测试或协助测试开发的硬件设备，确保其按设计要求正常运行；4..负责硬件产品工艺文件、技术标书的编写；5.负责硬件产品生产指导工作；6.负责硬件产品技术标书的编写；7.负责所研发产品的技术支持，及时解决处理产品在使用实施过程中的问题；8. 负责产品对外使用的效果测评、安装调试培训及项目实施的移交，并根据测评情况进行产品升级。9.与项目组成员加强沟通协作，提高项目完成的效率与效益；10.加强自学与参加公司举办的技术培训，提高自身素质，更好地履行岗位技能11.完成临时任务，确保项目及部门工作目标实现；12.负责对某一硬件开发产品的技术支持，及时解决产品开发过程中的问题；,0.0,0.0,0.0,0.0,0.0
261,硬件开发工程师,硬件开发,10416.67,杭州启飞智能科技有限公司,杭州,0.0,无,"岗位职责：1、 symbol&sch的绘制归类，CIS器件库的整理维护，IC器件选型；2、 Schemetic的绘制，图纸的评估和修改；3、 Layout合理性的评估，信号完整性分析和PCB的绘制；4、 IC器件的焊接以及测试，电路调试、问题查找和检修；任职资格：1、独自一人开发设计硬件项目的经验（从器件选型、原理图绘制、IC布局，调试等）；2、熟练使用万用表、示波器、信号发生器、功率放大器、电子负载等相关测试仪器；3、熟练STM32系列单片机，数电模电基础扎实；4、熟练运用AD、Cadence、Pads其中一种以上的绘图软件；5、熟练运用proteus、multisim等其中一种以上的电路仿真软件；6、熟练阅读各种IC的datasheet,熟练BUCK及Boost DC电路设计；",0.0,0.0,0.0,0.0,0.0
262,硬件开发工程理师,硬件开发,11500.0,河南信大网御科技有限公司,郑州,3.0,本科,、电子、通信、计算机类相关专业本科以上学历；2、至少3年以上通信产品硬件开发经验，有交换机或者路由器设计经验、熟悉交换机或者路由器硬件架构；3、熟练掌握原理图设计工具，熟练使用示波器等测试仪器仪表；4、熟悉交换机结构、散热、电源、交换芯片、BMC、光信号等相关知识，具备丰富的PCB设计经验及EMC可靠性设计经验；5、扎实的数据通信理论知识，能够熟练阅读和理解英文资料；6、逻辑思维清晰，具备良好资源整合能力和沟通协调能力，抗压能力强，善于思考，能独立分析和解决问题，具有良好的语言表达和沟通能力，责任心强；7、互联网行业工作经验者优先考虑。岗位职责：1、项目硬件方案的设计；2、原理图的绘制、硬件系统的调试。职能类别：										硬件工程师																			高级硬件工程师									,0.0,0.0,0.0,0.0,0.0
