,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Linux,Mysql,Shell,Python,Sql,Oracle,Nginx,Tomcat
737,运维工程师,运维/技术支持,3750.0,索贝运维数码科技（北京）有限公司,青岛,0.0,本科,工作地点：市南区宁夏路200号青岛广播电视台岗位职责：1、负责系统核心设备的日常巡检与维护工作，保障系统的正常、安全运行；2、负责带领团队完成节目制播现场技术支持，及时解决生产中出现的各类技术故障；3、负责系统应用功能的培训与普及工作，为节目制播人员提供技术支持；4、及时了解业务系统相关技术，对业务系统进行优化、更新、升级，提高维护质量.任职要求：1、本科及以上学历，计算机及通信相关专业背景；2、熟练掌握计算机的安装、调试及网络运行环境的配置；3、了解广电基础知识，熟悉WINDOWS、ORACLE、LINUX以及等常用系统的运行维护与技术支持工作；4、具有较强的责任意识、安全意识和敬业精神，执行能力强，工作勤勉踏实、吃苦耐劳、细致耐心，有良好的团队合作精神；5、较好的沟通表达能力，具备一定的英语听说读写能力；6、有数据库、存储及网络等计算机相关认证者优先,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
738,云平台运维工程师,运维/技术支持,7000.0,广西壮族自治区通信产业服务有限公司技术服务分公司,南宁,1.0,本科,工作概述：负责分布式组件（分布式消息、分布式缓存、容器服务平台等）的工程实施及运维支撑。岗位要求：1、熟悉Linux系统，熟练Linux命令操作；2、熟悉Shell/Python/Perl中一种脚本语言，能根据运维需求快速开发相应脚本；3、良好的文档撰写习惯；4、有Redis、RocketMQ、RabbitMQ、Docker等组件运维经验优先；5、有互联网行业运维经验优先其他要求：1、 计算机相关专业专科及以上学历；2、 熟练使用word、excel等办公软件；3、 需驻场上班。4、 富于团队精神和敬业精神，具有良好的自学能力和独立工作能力，在指定的时间内完成高质量的工作，有良好的抗压能力、沟通能力。,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
739,助理系统运维工程师,运维/技术支持,10500.0,时代中国河源梅州公司,河源,2.0,本科,岗位职责:1. 负责公司办公电脑及软硬件的安装、调试与维护；2. 负责公司信息系统等维护，权限管理、流程修订上线等； 3. 负责公司网络设备的维护和权限管理； 4. 负责公司总部信息网络建设和维护；5. 负责IT资产管理。任职资格:1.全日制本科及以上学历，计算机相关专业； 2. 两年以上计算机软硬件维护工作经验，熟悉计算机相关的软、硬件知识；3. 良好的沟通协调能力计划执行力，服务意识较强。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,多媒体教室运维（浙江万里学院）,运维/技术支持,4250.0,浙江蓝易思信息科技有限公司,宁波,1.0,大专,岗位职责：1.负责学校多媒体系统（智慧教室、多媒体教室、投影机中控等）的售后维护工作，主要是项目交付后的日常维护，保障教学设备、系统正常运行，及时解决教学过程中的突发小故障。2.根据驻校工作需求，负责按质按时按量完成工作任务，能独立处理和解决所辖技术任务；3.负责提供内部技术支持、培训及客户培训工作；4.负责系统安装、调试、维护、系统日常监控、数据备份、恢复等；5.熟悉综合布线、弱电系统、网络工程等；6.负责编写、修订驻校技术支持相关文档和作业指导书；7.持续提升个人专业技术能力。任职要求：1.计算机、电子技术、通信技术类相关专业大专及以上学历；2.相关岗位一年及以上工作经验，优秀应届毕业生可考虑，对本岗工作充满热情；3.熟练掌握基本的计算机软硬件技能，如：常见硬件故障判断、常用的软件操作、防病毒、系统备份、信息安全等；4.能够简单独立维护服务器、路由器、交换机等相关设备，5.沟通能力强，工作认真负责，能吃苦耐劳，服务意识强。上班时间：具体时间跟随浙江万里学院作息时间（8:00-16:30），周末双休。有意者可直接投简历至lhy@laneasy.cn，电话：,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,IT运维工程师,运维/技术支持,9000.0,培升（深圳）教育咨询有限公司,深圳,3.0,本科,职位信息1.桌面维护：PC机、打印机、程控交换机、视频监控、多媒体设备、机房设备，保证其正常运作；2.网络维护：防火墙、路由器、交换机、上网行为设备、无线设备、网络结构规划及组织方案实施；3.系统建设：负责部署及运维公司适用的CRM等信息化系统，并对公司员工进行使用培训，逐步拓展信息化系统的管理范围和深度；4.档案管理：收集、整理、维护IT类软硬件设施的档案数据，建立和完善其使用规范及管理制度；5.其他：配合、协助常规行政事务工作，完成领导安排的其他工作。任职要求：1.计算机及相关专业，全日制本科及以上学历2.精通计算机软硬件安装与维护，具备扎实的问题解决能力；3.具备基本的HCNA或CCNA有效认证，能够进行企业网络架构规划和组织方案实施、配置路由器、交换机等设备，掌握基本的网络知识和扎实的实操能力；4.熟悉主流windowsserver、Linux服务器操作系统，具备基本的服务器设施实操能力；5.熟悉SQLSERVER、ORACLE等主流数据库，掌握基本的SQL查询维护；6.熟悉企业信息化管理，掌握OA/CRM等系统运维；7.工作积极主动，态度谦和，有上进心。3年以上中大型企业相关工作经验；,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
742,驻场运维工程师,运维/技术支持,4250.0,四川森丰源科技有限公司,成都,2.0,大专,"岗位职责：1、驻场处理机房日常运行问题，包括环境系统、设备维护，完成日常巡检。对故障或隐患设备及时上报，确认系统正常稳定运行，包含主要业务系统系统访问登记、系统故障上报、系统功能模块监测（如OA办公系统短信网关信息发送情况）、系统资源占用率、业务系统漏洞监测及处理, 完成sqlserver数据库的备份工作。2、终端(PC,笔记本等)故障处理，包括业务系统插件安装、操作系统安装、应用使用、网络接入等，及时处理并做好故障登记。3、做好设备维护和设备参数表统计工作及每月月度工作总结编写。4、临时安排的其他工作任务。任职要求：1、良好的沟通意识与团队合作精神,做事情积极主动，善于学习.2、通信、计算机、电子相关专业毕业，大专及以上学历；3.较强的独立分析问题和解决问题的能力；有较强的服务意识和专业素质；4.熟悉计算机及相关产品原理；精通计算机硬件和软件基础知识、windows操作系统、oracle数据库及linux系统优先；5.硬件动手能力较强，有扎实的网络基础知识，具有华为，华三，思科网络工程师中级以上证书优先；6、运维工作经验2年以上，为人正直、工作勤恳。",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
743,网络运维,运维/技术支持,5250.0,沈阳初心哆咪食品有限公司,沈阳,3.0,大专,、负责公司APP平台的运营及维护；负责公司网络宣传、推广及营销的整体规划及工作推进；2、以互联网为信息通信基础，运用电子商务技术开展网络在线商品交易服务；3、负责公司产品关键词、文章关键词的创意和撰写；4、负责互联网及移动端的工具建设，以及运营管理；5、负责公司各网站的站内优化和站外优化管理工作；6、负责公司新闻资讯、产品信息、招商信息的发布管理；任职资格1、大专及以上学历；2、3年以上从业经验；3、熟练掌握各互联网平台及其它推广平台的推广方式及技巧；4、了解企业电商服务工作；5、良好的沟通与理解力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,环保运维工程师,运维/技术支持,6500.0,上海飞羽环保科技有限公司,上海,1.0,大专,、 负责公司环保在线监测系统设备及相关应用软件部署的技术支持等工作；2、 快速高效解决客户使用过程中的技术问题；3、 环保行业系统集成项目的实施；4、 负责公司产品的内部测试，对公司产品和技术提出建议；5、参与编写软件系统部署或试运行方案，参与编写硬软集成项目施工方案；6、 熟悉公司其他软硬件产品，并能做必要的技术支持工作；7、完成设备外部的安装、运维工作；8、 完成上级领导安排的其它任务。任职要求：1、大专以上学历，计算机、环保等相关专业，毕业后1年以上工作经验；2、熟悉计算机与通讯网络技术及相关产品，能熟练使用CAD软件；3、有空气质量在线监测系统安装、运维相关经验者优先考虑；4、头脑灵活思路清晰，能适应高强度工作及承受较大现场工作压力；5、具有较强的客户服务意识，团队合作意识，责任心强，工作效率高；6、有上进心和责任心；7、有驾照者，能熟练驾驶的，优先考虑。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,运维技术经理,运维/技术支持,5250.0,郑州爱看信息科技有限公司,郑州,3.0,本科,岗位职责：1. 负责指导、处理、协调和解决公司项目中出现的技术问题；2. 制订相关的技术解决方案、设计及实现规范；提供关键技术攻关、技术决策，进行技术风险评估；3. 负责组织并指导技术团队实施完成项目实施，并通过验收，同时能够设计出最优的技术方案；4. 能够高效地与甲方沟通，确保技术方案与甲方需求一致；5. 能够参与公司新产品研发的技术支持，确保能够提供硬件产品正常运作的一切技术原理，与研发团队实现顺利沟通；任职要求：1、本科及以上学历；计算机软件、信息技术等相关专业；有零售行业网络以及ERP软件技术支持经验优先。2、3年及以上技术运维工作经验，对物联网技术有一定的理解；3、具有良好的管理及组织协调能力，具备一定技术团队管理经验；5、对技术市场具有一定的敏锐度，能够从客户和业务的角度来进行技术实现；6、责任心强、诚实敬业、富有团队精神。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Linux运维工程师,运维/技术支持,12500.0,瑞鹏宠物医疗集团股份有限公司,深圳,3.0,大专,工作职责：1、负责公司监控报警平台的部署、维护；2、负责公司所有服务器的日志收集、管理；3、负责测试环境的搭建，服务上线，备份，灾备等工作；任职要求：1、3年以上工作行业经验；2、熟悉linux操作系统原理，TCPIP和http协议；3、熟练配置应用及优化，如nginx、dns、mysql、redis、docker等；4、熟悉并使用过gitlab、zabbix等工具，5、熟练使用脚本语言shell、python，至少掌握一门脚本语言；6、具有良好的沟通、执行能力和强烈的责任心。,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
747,运维工程师,运维/技术支持,10000.0,红星美凯龙家居集团股份有限公司,上海,1.0,本科,岗位职责：1、负责客户站点（商场等）的智能设备调试，保障设备正常使用。2、按照规划路线进行巡检，巡检内容包括：维护设备外观、用电安全、硬件更换，以及软件系统等问题上报等。3、重点检查数据线的使用情况，对于已经损坏的数据线做及时更换。4、依据智能设备后台管理系统指示或上级领导指示，处理突发故障、问题。5、响应及解决客户的合理要求、疑问以及使用过程中遇到的各种问题。6、负责提供数据协助上级领导建立基础问题知识库，提报问题现象以助于上级领导对知识库进行维护更新。7、完成领导交办的其他工作。岗位要求：1、具有一定的计算机软、硬件、机械、电子等方面知识，能够快速判断基础故障。2、具备良好的服务意识与职业素养，有良好的沟通能力和语言表达能力，具备团队协作精神。3、富有极强的责任心，工作积极主动。4、能适应一定强度的出差要求。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,技术支持工程师,运维/技术支持,12500.0,爱玛客服务产业（中国）有限公司,南京,0.0,无,"负责全国数据中心项目技术指导与支持工作（需接受全国调配），包括但不限于：1、数据中心运行、维修、维护以及改造的技术工作包括但不限于园区所有涉及到配电室、发电机组、变压器、配电控制柜、空气开关、配电线路从配电室到办公之间的部分、照明及应急照明系统、消防控制系统等涉及到限电或安全保护的空气开关等；并负责审核维修报告，评估维修过程的合理性和工时的准确性；2. 编制电气设备、照明系统预防性维护计划、点检表和点检项目清单, 其中包括重点电气设备（包括程控交换系统）的维护和保养指引。 从技术角度保证每年对数据中心全面检修，对照明和应急照明系统全面检修的顺利进行；3. 针对所负责外围动力设备存在的重大故障编制大修方案， 大修成本分析；4. 根据客户对更高工作效率的要求对重点设备进行改造的可行性研究并拟定改造方案， 并在客户批准方案后进行细节设计5. 实现工作的标准化，执行数据中心的标准化工作。任职要求：1. 50周岁以下； 全日制大专及以上学历，强电类或暖通相关专业毕业；2. 5年以上本专业工作经验，且具备5年以上数据中心电气或暖通工程师从业经验；3. 有供配电系统、发电机、UPS等项目的运维及工程管理经验，及与供电部门的沟通协调经验；4. 熟悉供配电系统原理及常见故障处理，具备系统分析、节能管理、小型电气工程改造方案制订、设计、预算、施工管理能力。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,运维工程师,运维/技术支持,10416.67,马鞍山百助网络科技有限公司,马鞍山,1.0,大专,岗年薪待遇：70000-180000岗位职责：2、负责项目版本管理与发布；3、协助研发人员实现对复杂问题的定位与分析；4、负责所有线上环境架构方案的部署实施。招聘要求及条件：1、计算机相关专业，有运营工作经验者优先；2、熟练使用linux，熟练使用shell脚本，熟悉TCP/IP，HTTP等网络编程协议；3、熟悉常用WEB开发调试工具，有web以及报表统计开发经验者优先；4、熟悉服务器端编程语言（PHP，nodejs或C++），有经验实践者优先；5、有移动端前台开发经验者这优先。职能类别：										技术支持/维护工程师																			技术支持/维护经理									关键字：运维生产环境维护网络维护,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
750,高级运维工程师,运维/技术支持,12500.0,北京北大方正电子有限公司,北京,0.0,无,"工作职责:1、负责维护并确保生产环境服务的可用性。2、负责管理，开发和生产环境的服务器，包括搭建新服务器，维护和升级。3、负责生产环境新版本的发布工作，包括代码版本的管理，发布流程的管理。4、负责编写自动化运维脚本，包括部署，监控等自动化脚本。5、负责维护监控系统，根据线上业务的变动情况，增加和调整各种监控项。6、完成领导交给的其他工作任职资格:1、熟悉OpenStack运维，有生产环境运维经验，云平台物理机数量大于50台。2、熟悉docker,Kubernetes的使用和原理。3、熟悉Hadoop基础的数据平台（HDFS,HBase,Spark,MapReduce,Kafka）有实际的操作经验。4、熟悉主流Linux操作系统（CentOS/RedHat/Ubuntu），对操作系统、网络有较深入的理解。5、熟悉Shell,Python等脚本语言。6、熟悉常见的配置管理和运维工具，如: Ansible、SaltStack等。7、熟悉常用监控系统的配置及管理，如: Zabbix、Prometheus等。8、熟悉各种互联网常用应用的安装、配置和使用，如: Nginx,Redis,Mysql,Tomcat,ELK等。9、了解VMware企业级虚拟技术，使用过VMware vSphere等产品。有技术文档编写经验，较强的协调能力和执行力。10、熟悉Docker及K8S的安装；了解k8s的Deployment、Daemonset等多种编排类型；了解k8s的内部网络、DNS及资源调度策略；爱学习，自我驱动。",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
751,运维工程师,运维/技术支持,5000.0,深圳市博安达信息技术股份有限公司,珠海,0.0,无,工作职责1、解决客户提出的疑难问题，正确引导客户，及时反馈用户需求、并跟踪问题的解决；2、负责对用户的培训、指导等工作；3、负责系统日常巡检和运维；4、负责系统实施、培训和系统维护过程中产生的资料收集和整理；5、完成上级安排的其他工作。岗位要求1、计算机相关专业毕业，1年以上工作经验；2、熟悉SQL程序语言，sqlserver、oracle和mysql中的任何一个均可；3、思路清晰，语言表达能力强；4、有较强的责任心、自觉性和独立解决问题的能力；5、有良好的服务意识，善于主动与不同性格的人交往，能与客户保持良好的合作关系；6、了解Tomcat、IIS的优先考虑。,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
752,Linux运维工程师,运维/技术支持,9000.0,深圳市易思博酷客科技有限公司,福州,1.0,本科,、熟练掌握oracle、mysql数据库安装部署及常用sql语句；2、熟悉linux操作系统；熟悉tomcat等主流中间件安装部署及配置；3、具备Kettle或Informatica等主流ETL工具开发经验，了解ActiveMQ中间件。4、至少具有1年国网信息化项目实施/运维经验，具备一定的电力业务知识，5、能够独立进行客户沟通，软件部署和诊断，联调测试。6、具有一定的文档编写能力，可独立完成现场部分项目资料的编写。服从总部的人员以及省市公司的管控等。,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
753,技术支持/维护工程师,运维/技术支持,3750.0,成都四方信息技术有限公司,成都,0.0,中专,"、负责解决平台产品、信息系统软件、硬件设备安装、调试等集成实施工作中遇到的技术问题;2、负责维护系统或平台的正常运行和故障响应,包括系统配置维护、问题解决等;3、网络、服务器、存储和备份等系统相关资源的疑难故障处理;4、负责解决客户技术要求、疑问及系统使用过程中遇到的疑难问题;5、负责反馈技术处理过程中的异常情况,主动协调技术资源推动问题解决;6、定期跟踪设备设施巡检等常规工作,编写运维报告,总结用户需求及系统运行问题;7、对系统进行测试、升级,并对整体环境进行性能测试、稳定性测试等工作;任职要求：中专及以上学历会开车懂弱电",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,运维工程师,运维/技术支持,4000.0,科华恒盛,广州,0.0,本科,）定期报告机房设备完好情况和维修情况，负责将巡检、维护中发现的故障事件编写成问题报告；3）协调相关设备厂商维修人员进行维修，安排好相关维修工作，做好故障记录； 4）参不数据中心基础设施建设、测试、评估和竣工验收等工作； 5）完成领导交办的其他工作任职条件：1、对数据中心运维工作有浓厚的兴趣； 2、对本身专业有追求，能不断专研技术，有责任心和进取心；3、可承受一定工作压力，能够适应7×24小时倒班工作制； 4、通讯/空调/机电/计算机类专业毕业优先考虑，需具备电工上岗证书（高压/低压/制冷电工上岗证等）发展渠道：由于数据中心与业度要求较高，前期根据与业方向丌同进入不同培训课程学习，由与业度较高的员工担仸导师，一对一进行培养，培养期1-3个月（工资照常发放）；培养期结束进入实习期，从事基础值班工作：巡查，记录，设备检修，报告撰写等简卑工作；实习期结束后可根据个人期望、实习期表现申请转入公司成为正式员工。 职能类别：										技术支持/维护工程师									关键字：运维运维工程师技术师,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,高级业务运维工程师,运维/技术支持,17500.0,上海游民网络科技有限公司,广州,5.0,本科,"岗位职责：1、负责系统的运维与主动预防，持续提升系统可用性与稳定性；2、跟进并处理系统事件、问题与故障的解决；3、负责系统搭建、发布与变更管理；4、制定系统运维、应急与优化方案。任职要求：1、3年以上业务运维经验；2、熟悉Linux操作系统常用系统命令，熟练使用Shell脚本、python编写运维常用工具提升运维效率；3、熟练使用常用主流开源软件(fastcgi,Tomcat，nginx,haproxy,keepalivedrabbitmq,dns,ldap等)及优化配置，熟悉ansible、SaltStack、ELK日志系统；4、熟悉（Shell/Python/Perl/Go）等至少一门编程语言；5、熟悉Docker/K8s等容器化技术，具备容器化项目实践经验；6、熟悉主流开源监控软件Zabbix/Prometheus/Grafana等；7、熟悉网络及TCP/IP,能够定位linux网络下的网络异常；8、工作认真负责，有较强的团队协作精神,能够适应运维7*24响应工作性质。",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
756,技术支持工程师,运维/技术支持,5250.0,泛微天津,天津,1.0,本科,岗位职责：1.负责针对公司软件产品提供售后技术支持，快速定位问题并协助客户解决2.负责软件系统bug问题定位解决，对于无法解决的问题，需要协调配合开发人员解决3.负责系统升级包部署与测试4.负责参与开发及客户需求实现等方面的技术交流，沟通编写解决方案5.负责深入学习了解产品及相关技术知识，了解各行业核心业务流程，根据客户需求和实际情况调整优化技术方案，协助客户更好的应用系统6.负责定期对客户方系统进行软硬件方面的巡检，并给出建设性提升意见，提升产品价值7.负责在技术支持过程中收集的产品缺陷及修改意见，形成改进方案反馈内部，为产品的改进提出指导和建议岗位要求：1.正规统招本科及以上学历，计算机相关专业，1-3年软件行业技术支持工作经验2.具有良好的沟通协调能力，分析及处理问题的能力和文档编写能力3.对于计算机相关软硬件知识有深入的了解；如：数据库应用／linux环境基本操作维护／硬件及操作系统知识4.具有一定的java开发基础5.具有软件行业运维工作经验者优先如果你想积累面向客户方面的工作经验，想成长为一个多面手，欢迎加入技术支持团队！该岗位应聘成功将就职于上海泛微网络科技股份有限公司业务运营中心天津机构,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,硬件/智能化/运维工程师,运维/技术支持,3750.0,南京水平方商业管理有限公司,南京,0.0,本科,计算机相关专业专科及以上学历，具备零售行业信息化建设经验；2.熟悉大型购物中心信息化项目（停车、POS、会员、客流、wifi等系统）的规划、架构及实施，商业ERP系统运维和管理经验；3.熟悉商业综合体网络规划与架构，网络安全等相关技术；4.熟悉H3C、华为等网络设备的配置以及故障排除与处理，对网络安全，病毒防护有一定的经验；5.熟悉IBM、Dell等服务器设备，熟悉Windows Server、数据库系统的安装、配置及维护；6.有大中型商业综合体信息化项目实践经验者优先；7.了解HelpDesk，具备桌面运维的相关经验，能及时排除计算机、打印机等桌面设备故障的能力。岗位职责：1.负责商业项目信息化基础设施的运维和管理；2.负责商业信息系统（停车、POS、会员、客流、wifi等系统）运维与管理，协助有关部门进行数据分析、系统推广和运维管理；3.负责公司机房设施设备的维护管理工作，保障服务器和网络设备的正常运行状况，协助做好业务系统数据库及重要业务数据的备份工作；4.负责公司计算机、打印机等办公设备的运维管理，及时解决出现的软硬件故障；5.负责公司网络综合布线，配合有关部门做好店铺开业、闭店的相关工作。职能类别：										技术支持/维护工程师																			网络工程师									,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,运维工程师,运维/技术支持,12500.0,南京思美软件系统有限公司,南京,2.0,大专,【岗位要求】运维工程师【岗位职责】1、要求计算机等相关专业专科以上学历；2、有一定的java开发经验，具有MySQL/Oracle等关系型数据库开发经验；3、擅长sql和linux操作系统；4、比较好的沟通能力，具有良好的责任心；5、有电信行业、政府行业、互联网行业项目研发经验者优先；6、对阿里云相关产品有一定了解者优先。【岗位要求】1、城市大脑团队主要负责公司在阿里的城市大脑等行业的大数据软件产品研发及项目交付；2、运营维护主要负责对于阿里云产品的运营维护，参与客户的沟通，参与研发团队的产品提升。,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
759,运维工程师,运维/技术支持,4250.0,四川省爱恋珠宝有限公司,成都,1.0,大专,岗位职责1、针对公司正式软件系统向最终用户提供现场安装及调试2、针对公司正式软件系统向最终业务用户提供现场培训和视频培训，管理公司软件操作认证资格3、解决最终用户在软硬件使用过程中遇到的问题，并定期调研最终用户意见，归集问题给产品经理4、作为服务窗口，维护最终用户的客户关系，并管理客户满意度5、管理公司最终用户及权限，管理所有系统运维监控后台6、负责自开发及集成开发的各类系统黑盒测试，并提交修正意见7、完成各类临时支持任务岗位要求1、热爱信息化技术支持工作，适应加班与出差，学历不限，计算机相关专业优先，支持应届毕业生2、责任心强，谨慎耐心，具有较好的口头和书面表达，具有协调沟通能力和客户关系维护能力3、思路清晰，具有较强技术分析判断能力和解决问题能力，具备快速学习能力4、熟练操作电脑，熟练使用互联网通用产品，熟悉EXCEL，发展机会组内晋升：运维主管--运维经理跨组晋升：产品经理--报表开发组--SAP顾问组,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,技术员、视频监控设备技术支持,运维/技术支持,5750.0,食安快线信息技术（深圳）有限公司,深圳,0.0,大专,、负责公司承接的各智能化项目的勘点巡检、维护、技术支持 、设备调试等工作；2、对所负责的辖区项目做到定期检修，定期维护，确保设备的正常运行； 任职资格： 1、有智能化系统施工或维护一年以上工作经验；2、有良好的沟通能力及处理突发事件应变能力； 3、有商家、出租屋视频门禁系统或一类视频监控系统维护经验者优先。我们公司拥有多项自主研发产品、国家专利和软件著作权，为智慧食药监管理、智慧交通管理等领域提供系统整体解决方案、增值运维服务，具备良好的发展前景，欢迎有志之士的加入！我们公司的优势：1、每天7小时工作制，上午9:00-12:00、下午14:00-18:00，大小周上班制。2、国家法定五险一金。3、员工股票期权激励制度。4、参与加薪制度及职位上升制度。5、旅游及运动等丰富多彩的员工活动。工作地址 ：深圳市宝安区新安街道67区留仙二路中粮商务公园3栋10楼1003A室（地铁5号线兴东地铁站附近）应聘请致电人事部：张小姐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,环保运维专员,运维/技术支持,5250.0,湖北水云涧环保工程有限公司,湖北省,2.0,大专,、负责污水处理运维的设备安装调试、运行维护、故障设备的维修等相关技术支持工作，保障污水处理项目的整体正常运行；  2、负责污水处理项目基于物联网运维平台的日常巡检、检验检测、数据监测；定期汇总系统运行情况，提交事件统计、报警情况等，并生成数据报表；  3、保持和现场人员的及时有效沟通，保障污水处理项目整体运转正常；  4、编制运维相关文件，完成上级交办的其他工作任务。任职要求：  1、大专以上学历，环境工程、化学、给排水工程、电气自动化等相关理工科专业；  2、2年以上污水处理行业运维技术及管理岗位工作经验，具备现场组织协调能力；  3、有污水处理项目安装、调试、运行、维护管理工作经验；  4、勤奋努力、吃苦耐劳，积极主动、善于学习，能够适应出差工作； 5、熟悉自控系统，了解运维物联网平者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,运维主管,运维/技术支持,5250.0,昆明迎威科技有限公司,昆明,3.0,高中,岗位职责1、负责公司网络维护及管理；2、进行小型机、服务器、路由器等设备管理，以及网络平台的运行监控和维护；3、进行办公设备的日常维护及管理；技术档案维护；4、负责维护网络安全；正常运行5、处理网络及培训部门新员工；6、负责内部信息系统建设、维护。任职资格1、全日制本科以上学历，具有5年以上大型互联网企业运维工作经验，2年以上运维团队管理经验，具备极强的责任心和自我驱动力；2、熟悉大型网站网络架构规划设计、内容备份和发布机制等；具有DNS管理维护经验；3、具备数据中心规划设计、容灾备份及链路优化经验，具备一定的云计算及CDN应用经验；4、熟悉路由器、交换机、负载均衡等网络设备的配置管理，具有网络维护和排障能力；5、具有防火墙、入侵防御、VPN等网络安全产品的应用经验，具有网络安全事件的处置经验；6、精通Linux系统管理，熟练使用shell、perl、python等至少一门脚本语言；7、熟悉Nginx、LVS等软件，熟悉Zabbix、Nagios、Cacti等监控软件；8、熟悉ITIL、ISO27001及安全等保体系等相关标准。9、网络行业者优先。,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
763,运维工程师（集成创新中心）,运维/技术支持,5000.0,东北师大理想软件股份有限公司,长春,0.0,本科,职位描述：1.日常对系统网络的维护、保养、优化。2.台式机、笔记本、物联网网关和硬件设备的配置、更新。3.windows、linux以及ftp、ssh、jdk、mysql、supervisor等的安装更新和维护。4.软件测试和其他交办的工作任务。任职条件：1、本科及以上学历毕业1年以上，计算机相关专业；2、熟悉相关开发语言，具备软件测试环境搭建的能力， -熟练编写测试脚本和使用各种功能、性能、安全测试工具；3、了解软件工程学思想和方法，了解基本数据库系统及网络知识；4、较强的发现问题，分析问题的能力；5、较强的语言表达能力和文档撰写能力；6、工作责任心强、细致、耐心。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
764,系统运维工程师,运维/技术支持,4500.0,广州高新技术产业集团有限公司,广州,2.0,大专,、负责集团IDC的运维管理工作2、负责集团及下属子公司的系统及网络维护管理、网络安全工作3、监测公司网络系统的运行状态，并进行维护，确保其稳定正常运作4、对使用人员进行培训和提供系统使用指导5、领导交办的其他工作要求：1、大学专科以上网络工程、计算机类专业毕业，党员优先；2、持HCNA、CCNA、网络工程师中级证书优先；3、能熟练操做windows、Linux、Ｍacos系统；4、能独立安装WindowsServer操作系统及架设微软DC、DHCP、DNS、WSUS、IIS、FTP等应用服务；5、熟悉Linux安装、优化、安全配置，能在Linux环境下搭建Tomcat、Apache、Nginx等Web应用服务；6、熟悉Windows及Linux环境下的MySQL、PostgreSQL、Oracle、MsSQL的安装调优及基本应用；7、熟悉Firewall、IPS、Switch、WAF、LoadBalance、VOIP等设备的维护管理及策略的布署,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
765,系统运维工程师,运维/技术支持,7000.0,深圳众享集团有限公司,深圳,1.0,大专,岗位职责1、负责系统配置管理，保障公司网络设备正常安全运行；2、负责公司业务系统的日常运维管理；3、负责给业务部门提供技术支持；4、负责业务需求的系统测试；5、公司领导交办的其他工作。任职资格1、计算机或相关专业大专以上学历；2、能够维护公司电脑系统，能够完成流行软件安装部署和运维；3、熟悉SQL数据库；4、有ERP系统维护工作经验优先；5、较强的问题故障处理能力，及时应变各种可能出现的技术问题。,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
766,系统运维工程师,运维/技术支持,9000.0,深圳市广通软件有限公司,深圳,3.0,本科,计算机及相关专业本科及以上学历，有2年以上技术支持或软件实施工作经验；2.熟悉Windows、Linux（UNIX或AIX）操作系统；3.熟悉Oracle数据库的基本语句及操作和日常维护；4.熟悉Linux下Tomcat，Weblogic等Java_web的应用配置和部署；5.沟通能力强，思维敏捷，有团队精神，具有良好的服务意识；6.有较强的学习能力，工作积极主动，能承受一定的工作压力。,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
