,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Web,Css,Html,Javascript,Js,Jquery
659,前端开发工程师,前端开发,13000.0,深圳市秦丝科技有限公司,深圳,3.0,本科,工作职责：1、负责前端开发、移动webApp开发工作，对页面进行性能优化以及业务功能开发，致力于通过技术改善用户体验；2、参与公司中小商户管理软件的产品设计与讨论，打造世界级SaaS产品。工作要求：1、全日制本科及以上学历，计算机、软件工程相关专业；2、熟练使用Html、Javascript、CSS，熟悉主流前端技术；3、熟悉OOP编程思想（代码精简，深入理解代码抽象化、解耦合方面技能）；4、熟悉AngularJS/VUE/React等最少一种前端开发框架，能熟练运用在项目中；5、对前端工程化、组件化、模块化有一定的实践经验；6、对于大型Web站点性能问题的定位和解决有经验者优先；7、有全栈开发经验优先。,1.0,1.0,1.0,1.0,0.0,0.0
660,Web前端开发工程师,前端开发,10000.0,深圳市天圳网络科技有限公司,深圳,3.0,大专,"1、精通HTML、CSS2\css3、Javascript、Ajax、json、jQuery、Zepto等Web开发领域相关技术;2、熟练掌握常用的数据结构以及算法3、熟悉javscript封装，继承，原型链，闭包等原理4、掌握响应式布局以及常用的移动端web开发;5、有vue.js、Angular.js、React.js 等经验 加分。6、了解es5, es6等源生特性;7、了解sea.js/require.js的原理;8、请附上您的线上产品链接9、能接受国内出差的，项目地点：长沙",1.0,1.0,1.0,1.0,1.0,1.0
661,Web前端开发工程师,前端开发,6500.0,图学惠科（武汉）教育研究院（有限合伙）,武汉,0.0,无,岗位职责：1、负责公司产品的前端开发工作（包括PC、以及移动端开发）；2、与项目经理沟通，完成设计交互的UI实现；3、与后端开发人员紧密配合，完成项目的持续交互；4、前端代码质量的监管者，编写可维护性强、健壮的前端代码。任职资格：1、大专及以上学历；2、熟悉浏览器兼容性；3、熟悉包括Java、C++、Python、JavaScript、php、go等在内的至少一种编程语言;4、对互联网产品有着良好的感觉，对人机交互、用户体验等有较为深入的了解；5、思路清晰，具备良好的沟通能力和理解能力。,0.0,0.0,0.0,1.0,0.0,0.0
662,Web前端开发工程师,前端开发,11500.0,北京腾赋网络科技有限公司,武汉,3.0,本科,岗位职责：1、主要负责面向企业用户的web端，安卓端，微信端的开发2、产品包括商家运营后台，数据大盘，接单器，拣货助手等内容的开发；任职要求：1、技术栈包括：vue，angular2，nodejs，electron，typescript，H5等；2、本科及以上学历，计算机相关专业，3年以上相关工作经验。,1.0,0.0,0.0,0.0,0.0,0.0
663,高级Web前端开发工程师,前端开发,13500.0,深圳宏壹教育科技有限公司,深圳,3.0,大专,"、 负责WEB/HTML5/微信轻应用前端界面的设计和开发；2、利用HTML/CSS/JavaScript等各种Web技术进行产品的UI开发；3、整体页面结构及样式层结构的设计、优化，对网站交互效果进行优化；4、作为前端组长完成前端整体的项目交付工作，负责同客户沟通完成整体前端设计。岗位要求：1、全日制统招学信网可查学历，4年及以上前端开发工作经验；本科15年及之前毕业（专科13年及之前毕业）2、制作标准化代码，增加交互功能及多界面平台的兼容性，丰富前端交互体；3、熟练使用Html5+Css3+Javascript进行手机端网页开发，并有相关项目经验；4、熟练使用Vue、jQuery,Bootstrap,Zepto,Angularjs等一种或者几种框架；5、负责过前端整体设计及交付管理相关工作职责优先；6、沟通表达能力较强、思路清晰者优先。福利待遇：1.五险一金2.补充医疗保险3.定期体检4.每年多次调薪5.带薪年假6.节假日福利7.餐补8.上班时间：8:30-17:30 周末双休职能类别：										Web前端开发																			软件工程师									关键字：HTML5H5web前端Vuebootstrap前端开发",1.0,1.0,1.0,1.0,0.0,1.0
664,游戏前端开发主程序（UNITY 3D）,前端开发,28500.0,上海掌越科技有限公司,上海,3.0,大专,认同儿童教育游戏方向并充满热情- 3 年以上手机游戏客户端开发主程经验，精通 Unity或COCOS 引擎开发，精通 C#、Lua 或 C++- 扎实的技术功底，精通客户端架构设计和图形学原理，卓越的面向对象分析设计能力，有规范的编程风格、良好的文档习惯，遵循敏捷开发流程- 综合能力强，有独立支持一款轻游戏前端开发、全渠道接入上线的经验，有成功的上线项目- 勤恳、精进、有担当、善协作本岗位急招须完整说明项目经历和个人价值，并接受测试,0.0,0.0,0.0,0.0,0.0,0.0
665,Web前端开发工程师,前端开发,12000.0,深圳市寻宝图珠宝有限公司,深圳,2.0,大专,"技能要求：1、精通Web前端技术, 包括HTML/CSS/JS等，且高度还原设计图；2、精通使用原生JS、jQuery，熟练运用闭包、继承并了解其原理；3、具有面向对象编程思想，能封装常用组件；4、熟练掌握Bootstrap、easyUI、Angular等前端框架；5、熟练运用Vue.js / Mui / H5+ 等相关移动端技术框架；6、有基于Ajax或Jsonp的开发经验；7、精通html5、css3，熟练编写前端特效动画；8、有互联网项目经验者优先。岗位描述：1、负责各类交互设计与实现；2、负责H5、Web、小程序等开发；3、负责APP中的H5页面开发。☆福利待遇1、工作时间：09:30-12:00，13:30-18:00；2、节日福利：享受法定节假日，传统节日为员工发放节日礼金或礼品；3、五险一金：入职购买深圳市内五险一金福利；4、文化活动：每年2-3次全体员工省外旅游或团队拓展活动；5、公司氛围：年轻、积极、快乐的工作氛围，人性扁平化的管理模式。",1.0,1.0,1.0,0.0,1.0,1.0
666,Web前端开发工程师(待上市  六险一金）,前端开发,8500.0,润德教育集团,广州,1.0,本科,"任职要求：1精通js，css，html2熟练使用jqueryvuewebpack3熟悉前后端对接,对浏览器兼容问题有一定经验4有实现伪静态经验者优先5代码编写规范岗位职责：1.实现网站的静态化2.前端产品开发",0.0,1.0,1.0,0.0,1.0,0.0
667,Web前端开发工程师+13薪,前端开发,7500.0,安徽云电网络科技有限公司,合肥,0.0,无,任职资格：1、HTML、CSS、JavaScript 基础扎实；2、熟悉微信或支付宝小程序开发原理、开发流程，接口组件、验证授权等，能独立开发微信或支付宝小程序应用；3、熟悉微信商城系统开发及第三方支付系统接口；4、熟悉并具有HTML5、CSS、Jquery、Ajax、Angular.js/Vue.js/React.js等主流前端开发经验；5、有良好的编码习惯，结构清晰、命名规范、逻辑性强；熟练各种脚本调试器、DOM查看器等定位问题；6、优秀的沟通能力，积极的工作态度，具有良好的团队协作精神；7、强烈的责任感，勇于承诺，并倾尽全力兑现承诺；8、善于分析问题，并用简单的方案解决复杂问题，化繁为简；9、有成功小程序案例者优先，有餐饮经验或O2O经理优先。工作职责：1、开发微信或支付宝小程序，包括前端展现及与后端的交互访问逻辑；2、发布微信或支付宝小程序，持续跟踪优化；3、针对微信公众平台的项目进行开发设计；4、与产品经理沟通，迭代改进微信或支付宝小程序及公众平台产品。公司福利：1、购买社保；2、薪资：基本薪资+绩效奖金+年终奖+股权（优秀员工）；3、假期福利：带薪年休假及法定假期；4、节日福利：节日红包、礼品，生日惊喜；5、实行岗前带薪培训，定期内部培训和外部培训 ；6、不定期开展员工活动，国际国内旅游度假、专业考察；7、优雅的办公环境（5A级写字楼），良好的晋升空间。面试地址:合肥市包河区宁国南路星光天地11楼（瑞能CEO酒店旁入口）,0.0,1.0,1.0,1.0,1.0,1.0
668,Andriod前端开发工程师,前端开发,9500.0,广州易和医疗技术开发有限公司,广州,2.0,本科,岗位职责：负责安卓、小程序、web前端开发任职要求：2、理解面向对象设计的基本原则，熟悉常用的设计模式；3、熟悉AndroidStudio、AndroidAPI、AndroidSDK等Android应用开发框架，能独立开发Android应用；4、掌握Rxjava、Retrofit、eventBus、ButterKnife等开源框架；5、熟练掌握sqlite数据库，xml，json等数据格式，http协议，socket通讯等常用技术；6、良好的数据结构和算法基础，熟悉蓝牙及wifi通信。职能类别：										手机应用开发工程师																			软件工程师									,1.0,0.0,0.0,0.0,0.0,0.0
669,Web前端开发工程师,前端开发,3750.0,中企动力科技股份有限公司中山分公司,中山,1.0,大专,职位描述：1、大专以上学历，计算机相关专业毕业；2、各大院校优秀应届毕业生、网页设计培训机构毕业生，年轻有活力21-23岁，有相关工作经验更佳。3、熟悉HTML5、CSS3、Javascript、JQuery等网页开发技术，能够独立完成首页及各级页面制作；4、熟练运用Photoshop等软件设计网页，处理图片素材，对设计图进行切图等操作；5、熟知W3C标准，了解不同浏览器之间的差异，并解决相关兼容性问题，对响应式熟悉；6、对工作认真负责，吃苦耐劳，具有团队合作精神，服务意识强。工作地址：广东省江门市蓬江区东华一路金华商业中心B座825、827、829,0.0,1.0,1.0,1.0,0.0,1.0
670,高级前端开发,前端开发,20500.0,杭州涂鸦信息技术有限公司,杭州,3.0,本科,"岗位描述1. 负责前端产品线项目/开发/日常维护;2. 主动发现业务中的技术问题并且解决岗位要求1. 掌握各种前端技术，包括 HTML/CSS/JavaScript 等；2. 至少熟练运用一种前端开发框架并掌握其原理如: Vue.js/React.js 等；3. 熟练使用 redux、mobx、vuex 等至少一种，并掌握其原理；4. 具备良好的团队协作精神，能利用自身技术能力提升团队整体研发效率，提高团队影响力；5. 有良好的编码习惯, 能够编写清晰, 易于维护的代码符合以下任一条件者优先：* 熟悉一门非前端的语言 如:Java/PHP/Python/Ruby等，并有实践经验;* 参与开源项目并贡献过代码，附上Github链接；* 熟练使用 git、github、linux 等工具",0.0,1.0,1.0,1.0,1.0,0.0
671,Web前端开发工程师,前端开发,10000.0,重庆诺怀软件有限公司,重庆,2.0,本科,待遇：1.基本工资+级别工资+项目奖金。公司实行科学的考核体制，该职位为自信、有实力的web前端开发工程师提供良好的级别奖金待遇2.福利完善，五险一金俱全3.双休+带薪年假+公司年度旅游+team building活动4.不提倡加班，保证员工个性发展；5.清晰的职业规划，和透明的职位晋升。要求1.思路清晰，工作规范，较强的团队协作精神和责任心；2.精通HTML5、CSS3、JS；能熟悉使用AngularJS、React、Vue等框架之一；3.对新技术有出色的学习能力；4.对页面响应速度，网页兼容性，用户体检有成熟经验；5.工作地点：重庆。应聘时请注明期望薪金。,1.0,1.0,1.0,0.0,1.0,0.0
672,Web前端开发工程师,前端开发,11500.0,深圳微桥网络技术有限公司,深圳,3.0,本科,"、负责前端核心代码的编写；2、负责前端架构设计；3、前端技术引入及分享；4、前端重难点突破。岗位要求：1、熟练掌握JCSS/CSS3、HTML/HTML5等页面制作技术；2、精通Javascript、JQuery,熟练使用Vue.js并掌握其原理，能独立开发常用的组件；3、熟悉面向对象的设计模式，掌握数据结构与常用算法；4、对前端工程化与模块化有实际的了解和实践经验；5、计算机相关专业，3年以上相关工作经验；6、具备MVVM框架开发经验，如React、VueJS、AngularJS等7、有独立开发项目或微信小程序开发经验优先",0.0,1.0,1.0,1.0,1.0,1.0
673,高级web前端开发工程师,前端开发,20500.0,杭州龙席网络科技股份有限公司,杭州,3.0,本科,职位描述：【你将负责】1、Web前端表现层及用户交互的设计和开发；2、配合产品经理和后台开发人员实现产品界面和功能；3、通过各种前端技术手段，提高用户体验，有一定UI设计能力优先考虑。?【你可以是】1、3年以上开发经验，熟练掌握常用Web前端开发工具，熟悉HTML、HTML5、CSS3、JavaScript、jQuery等；2、熟悉网站页面静态、伪静态处理技术；了解web标准及网站用户体验；3、了解web标准及网站用户体验，对浏览器兼容性问题有一定经验；3、对Android与iOS不同平台的页面适配有较好的了解。?【你将拥有】1.五险一金必须有；2.每年两次调薪机会，绝不错过；3.年底13-17薪，赤裸裸的诱惑；4.新办公场所健身房、咖啡馆、乒乓球室，让你工作的同时一样轻松快乐；5.新项目、新思路，打破传统模式，你值得拥有。工作地址杭州-余杭区-仓前-高教路970号梦想小镇e商村7号楼6-9楼,1.0,1.0,1.0,1.0,0.0,1.0
674,前端开发工程师,前端开发,7500.0,广州怀孕啦健康科技有限公司,广州,3.0,大专,、负责前端页面的开发制作和维护，配合后端开发人员实现页面、界面相关功能2、实现美工设计的界面效果3、根据功能需求，定义和优化用户体验4、负责解决不同的浏览器及不同版本的兼容性问题5、参与微信公众号、小程序研发6、参与前端代码审核任职资格：1、计算机相关专业，3~4年前端开发工作经验2、熟练掌握HTML/CSS/JSON，Javascript等基本前端开发技术3、对PC及移动端浏览器兼容性有丰富的实战经验，熟悉前端性能优化，熟练使用前端自动化构建工具，比如webpack、gulp、fis等4、有较好的代码模块化思想、数据分离及前后端分离思想，熟练使用Vue5、熟练运用异步调用，能灵活运用Axios6、会用SVN或GIT7、有开发微信公众号页面、小程序优先，有框架使用经验优先8、熟悉服务端渲染与客户端渲染差异9、有SEO优化经验优先,0.0,1.0,1.0,1.0,0.0,0.0
675,Web前端开发工程师,前端开发,8000.0,广东和诚信息技术有限公司,惠州,2.0,大专,、大学专科及以上学历，计算机相关专业；  2、精通HTML5、CSS3、微信端等Web前端开发技术；  3、精通Javascript，精通jQuery，熟练bootstrap，easyui框架；  4、有移动端开发经验者优先，熟悉mui、react.js等前端框架；  5、对常见的浏览器兼容问题有清晰的理解，并有可靠的解决思路和方案，如IE8/9/10、Chrome、Firefox等；  岗位职责  1、负责产品的页面制作及维护，根据设计图完成样式开发；  2、与美工和后台程序配合，高效率高质量地完成页面的实现工作；  3、根据产品设计，利用HTML5和CSS3等相关技术开发网站、移动端的前端应用；  4、通过各种前端技术手段，提高用户体验并满足性能要求。  5、对产品设计、用户研究、视觉交互等有一定研究的优先。,1.0,1.0,1.0,1.0,1.0,1.0
676,前端开发工程师,前端开发,7000.0,上海雷舞智能系统技术有限公司,上海,1.0,本科,"负责网站前端页面、H5和小程序开发，根据效果图制作前端界面（布局、功能、按钮、风格、特效）并优化专业知识/技能要求: 1.具有2年以上前端开发工作经验2.熟悉前端开发技术（HTML5、Canvas、JS、Ajax、Json、CSS3），了解各技术的相关标准。对可用性、可访问性等相关知识有实际的了解和实践经验。3.熟悉JQuery Mobile, Bootstrap, Vue等开发架构和框架，并做过相关的项目。4.确保前端代码对各种浏览器的良好兼容性。5.有 微信小程序开发经验优先",0.0,1.0,1.0,0.0,1.0,1.0
677,Web前端开发工程师,前端开发,12500.0,广东放假国际旅游股份有限公司,深圳,3.0,大专,						任职资格：1、三年以上Web前端工作经验2、有成功的网页前端制作案例，具有大型门户网站制作，有手机、微网站开发经验者优先。3、具备美术功底；精通Photoshop、Dreamweaver和CorelDraw(或AI)等基础的设计软件，熟练作图像简单处理及切图，对前沿技术(HTML5+CSS3)的基本掌握，能熟练使用DIV+CSS进行网站布局。4、熟悉W3C标准和各主流浏览器在前端开发中的差异，能提供不同浏览器的前端页面解决方案；5、精通jQuery、JavaScript、Ajax等前端技术，熟悉HTTP协议，对页面加载性能优化有较深的理解工作职责：1、负责公司内部系统网站的开发及维护2、负责调试、解决不同终端、不同浏览器下的各种兼容性问题3、负责与后端开发人员之间的协调和沟通																		,1.0,1.0,1.0,1.0,0.0,1.0
678,Web前端开发工程师,前端开发,6000.0,云济健康管理（深圳）有限公司,东莞,2.0,无,岗位职责:1.参与项目方案中前端相关的讨论、设计以及文档编写；2.负责前端HTML/js/CSS代码的编写，实现界面效果、交互和功能；3.按产品设计需求完成项目开发迭代，主动实现优化和提升用户体验；4.深入分析和解决前端遇到的各种技术、性能、跨终端、浏览器兼容问题，保证页面响应性能和执行效率；5.完成前端核心业务代码及JS组件的封装；6.能不断完善和优化前端技术开发规范和流程；任职资格:1.二年以上前端开发经验；2.精通Javascript、HTML/XML、CSS3、html5、Ajax等前端开发技术，熟悉W3C标准；3.熟悉bootstrap，font awesome等CSS框架；4.熟悉JQuery、zepto、bootstrap等Javascript框架；5.掌握WEB所需图片设计及编辑等基本美工能力。,1.0,1.0,1.0,1.0,1.0,1.0
679,Web前端开发工程师,前端开发,6000.0,湖南凡亿智邦电子科技有限公司,长沙,2.0,大专,"、配合产品经理和UI设计师 ，研究并改善用户体验；2、利用HTML5等相关技术开发或适配自己现有的移动网站平台；3、配合后端开发工程师一起研讨技术实现方案，进行应用及系统整合；4、根据项目的需要快速学习并掌握相关新技术。 任职要求：1、2-3年及以上开发工作经验，精通掌握JavaScript、HTML5、CSS3等前端开发技术及至少一种JS移动开发框架（提供开发案例）； 2、熟悉微信公众号、小程序的制作修改；2、精通HTML5特性，了解HTML5最新规范，能够熟练运用HTML5特性构建移动端的WebApp；3、熟悉JavaScript 类库（jQuery, React 等）,了解JavaScript面向对象编程方法 （JS MVC）等；4、熟悉Web标准，对表现与数据分离，HTML语义化等有一定理解；5、对Web前端技术有强烈兴趣，能对Web前沿技术研究和新技术调研，有良好的学习能力和团队合作精神；6、有良好的代码编码习惯。",1.0,1.0,1.0,1.0,1.0,1.0
680,Web前端开发工程师,前端开发,15000.0,杭州逐一科技有限公司,杭州,0.0,大专,						岗位职责：1.利用HTML，JS相关技术开发平台的前端页面2.分析并能解决性能瓶颈，优化体验3.研究前端技术，丰富交互方式任职资格：1.熟悉各种WEB前端技术，包括HTML&&XML&&CSS等，熟悉bootstrap等框架，有基于Ajax的RIA应用开发经验。2.精通Javascript语言，能够不依赖js类库熟练进行跨浏览器开发。3.对交互体验、可用性、用户体验有较好的理解，确保最终优秀的产品效果。4.具有HTML5、CSS3、Angular Js、Vue.js等开发经验者优先。PS：本岗位工作地点在富阳城区，可提供住房，不愿意到富阳工作的请勿投简历！																		,1.0,1.0,1.0,1.0,1.0,0.0
681,Web前端开发工程师,前端开发,25000.0,北京亚控科技发展有限公司,北京,3.0,本科,岗位职责：l负责Web门户设计与开发任职要求：l3年以上Web前端相关工作经验lJavaScript基础扎实，熟悉HTTP，Websocket协议和W3C标准；熟悉TypeScript并有使用经验的优先l至少熟练掌握Vue/React/Angular中的一种以及相关周边技术l熟练掌握Canvas绘图和使用，并有实际应用经验；了解SVG使用的优先l对前端工程化和模块化有一定理解，并有实际的应用经验l熟悉Node.js，Nginx，有相关后台开发经验者优先l熟悉bootstrap，jqueryUI，easyUI等相关UI组件，有相关使用经验者优先l熟悉WebGL，Three.js，Echart，有相关使用经验者优先l有独立承担过项目架构设计者优先,1.0,0.0,0.0,0.0,1.0,0.0
682,游戏前端开发 双休,前端开发,22500.0,湖南伊甸科技有限公司,湘潭,3.0,大专,工作职责：1、负责手机游戏客户端程序整体设计与架构；2、负责游戏模块功能、操作流程及界面布局等客户端设计3、能独立使用cocos2d-lua脚本开源游戏引擎进行Android/iOS的游戏开发；4、负责各种平台的游戏开发、sdk接入、打包、发布；岗位要求：1、2年以上Android/iOS平台手机游戏开发经验，熟悉Android/iOS相关接口和平台架构；2、精通使用cocos2d+ LUA游戏引擎开发；3、了解Socket网络编程，有开发手机网络游戏项目经验尤佳4、具有良好的团队合作精神，责任心强，热衷于技术钻研，有良好的抗压能力；5、有手机棋牌游戏开发项目经验薪资福利待遇：意外险+满一年社保+双休+餐补+岗位补助+奖金+节日福利+国内外旅游。,0.0,0.0,0.0,0.0,0.0,0.0
683,Web前端开发工程师,前端开发,5500.0,广州市房企网络科技有限公司,广州,2.0,大专,岗位职责：1、配合开发人员完成界面的设计与前端开发实现工作；2、做好页面设计与后台开发的衔接，达到美观与功能的完美结合；3、优化代码及实现技术，提高页面性能；4、参与前端框架和开发规范的制定；5、改善网页交互和用户体验。任职要求：1、计算机及相关专业大专及以上学历，1年以上WEB前端开发工作经验，优秀应届毕业生亦可考虑；2、精通前端编程（包括但不限于HTML、CSS、JavaScript），了解网页性能优化要素；3、有UI设计经验优先；4、熟悉市场上主流浏览器，能够实际解决兼容性问题；5、具备良好的沟通能力、执行力、团队协作精神和高度的责任感，能够承受压力。薪资福利：成为我们大家庭的一员，我们将为您提供完善的福利待遇及良好的工作环境：△工作时间：实行单双休，上午9：00—17：30，中午休息1.5小时，每天7小时工作制；△一经录用成为正式员工购买社保、享有国家法定带薪假期；△优良的办公环境，自由平等的公司文化；△每月派发员工生日礼金，聚餐、KTV、户外运动（羽毛球、篮球、乒乓球等）、户外拓展、春秋游等；△春节、中秋等节日派发礼品、礼金，△免费定期为员工提供管理、技能知识培训；△晋升平台：公开透明的晋升制度，所有员工均享有内部晋升提拔的机会；△完善的培训体系：入职培训、精英培训、专业销售技巧培训、管理能力提升培训、各种学习交流活动；△公司为每个岗位设有相应的职业发展规划，以发挥每个员工的最大潜能。,1.0,1.0,1.0,1.0,0.0,0.0
684,HTML5，WEB前端开发工程师,前端开发,5500.0,江苏中达鸿运网络科技有限公司,无锡,2.0,大专,、根据公司产品要求应用前端可视化产品前端（含移动前端）开发；2、充分与产品设计、后台工程师配合完成系统接口、交互、UI等的设计；3、有小程序开发经验者优先上班时间有两个体系：上午9点到中午12点，下午1点到5点30分下班                 上午10点到中午12点，下午1点到7点下班职能类别：软件工程师关键字：前端小程序员,0.0,0.0,0.0,0.0,0.0,0.0
685,前端开发工程师,前端开发,11500.0,西安环太科技发展有限公司,西安,3.0,大专,"、负责前端产品（app，pc，web,微信）的开发和维护；2、参与活动页面开发，实现优秀的交互效果；3、公共组件和工具的开发；4、持续的优化前端体验和页面响应速度，并保证兼容性和执行效率；5、参与项目需求分析；前端技术架构的选择和搭建,与后台工程师协作，完成前后端数据交互。任职要求：1、三年以上互联网项目Web前端开发经验;2、深刻理解Web标准,深刻理解移动端前端开发中的差异,精通各种前端技术,包括使用vue-cli/vue router/HTML/CSS/JavaScript/Node.JS等；3、精通HTML5特性，了解HTML5最新规范，对H5的性能优化有深入的理解，能够熟练运用HTML5特性构建移动端的web APP；4、有VUE，React，Angular等相关经验，至少精通一种，并且熟悉其环境配置和优化;5、熟悉移动应用h5和Native代码交互流程；6、有良好的编码习惯，代码风格清晰, 简单, 保证运行效率；7、对使用Css3、SVG、canvas等技术实现页面动画效果有一定见解；8、了解前端MVVM框架，以及前端平台化、组件化,前后端分离；9、善于沟通，工作积极认真，责任心强，具备良好的团队协作能力，有一线互联网公司或大型h5开发经验优先。",1.0,1.0,1.0,1.0,1.0,0.0
686,Web前端开发实训生（接受零基础）,前端开发,3750.0,四川展谊网络科技有限公司,绵阳,0.0,大专,						为解决绵阳软件园及电商产业园区部分企业人才短缺，现紧急招收WEB前端开发方向相关岗位实习生，实习前签约定向实习协议，三年平均最低年薪5-10万！一、招收条件：1、热爱互联网行业，有志于在IT行业发展，大专以上学历；2、具备较强的逻辑思维能力与学习能力。3、零基础或基础薄弱者可参与岗前实训。二、工作职责：1、完成web前端开发，有独立设计的能力2、熟练数据库编程SQL、Mysql或 Oracle数据库3、独立完成用户的产品设计与制作																		,1.0,0.0,0.0,0.0,0.0,0.0
687,前端开发工程师,前端开发,13500.0,星火网校,广州,2.0,本科,岗位职责：1.需求分析：独?对业务需求进?技术可性分析；2.?作计划：对负责的开发任务较准确地进??作量的评估，以及制定较合理的时间计划；3.系统设计：根据系统整体的架构体系，独?对?般规模和复杂性的Web前端模块进?设计；4.编码：按照规范?档进?Web前端代码的编写；5.?测及联调：对负责的模块进??测试及联调测试，并能搭建联调环境；6.根据项?需要组织相关?员开展技术评审、技术交流的能?；7.对发现的产品缺陷快速、准确的定位，并妥善地解决的能?。岗位要求：1.本科或以上学历，?少2年前端开发经验；2.熟悉W3C标准，对表现与数据分离，Web语义化等有深刻理解；3.精通JavaScript、HTML、CSS，熟悉Vue/React/Angular，具备对Webpack/gulp/Jenkins等?具及构建发布流程优化的经验；4.熟练掌握主流浏览器的兼容性调试；5.熟悉基本的计算机?络概念，熟悉HTTP协议，了解TCP/IP的基本?作原理，熟悉各种Web标准规范；6.?作细致，善于沟通，具备较强的沟通交流和团队合作能?，能承受?压?作，责任?强；7.对技术有追求，了解各个领域的前沿技术。,1.0,1.0,1.0,1.0,0.0,0.0
688,前端开发工程师,前端开发,11500.0,杭州新天元织造有限公司,杭州,3.0,本科,职位信息1、负责Web前端表现层及与前后端交互的架构设计和开发；2、参与软件的系统设计、模块设计，按照需要完成详细设计；3、调试和解决系统测试中发现的问题；4、负责与后端工程师进行接口联调。任职要求：1、全日制本科及以上学历，计算机及相关专业，3年以上WEB前端开发工作经验；2、精通HTML/HTML5/CSS，熟练掌握ES6，熟练原生JavaScript编程；3、熟练使用vue.react.等前端框架，有相应项目经验。,1.0,1.0,1.0,1.0,0.0,0.0
689,Web前端开发工程师程序员php,前端开发,7500.0,南通市齐享购电子商务有限公司,南通,2.0,大专,"负责公司新的内部系统开发(涉及WEB应用程序/API调用等);2.根据各个部门的要求，对现有的系统进行更新升级;3.结合自身的工作经验，对能够提供合理化建议;4.有较强的逻辑思维能力，良好的代码编写习惯；岗位要求：1.有一定的编程基础，至少会一种WEB应用开发语言，PHP/.Net/Java等2.对数据库能够进行合理化设计,掌握配套的数据库使用技巧。3.有相关从事经历和项目开发经验的可以优先考虑。薪酬福利：1、试用期工资不低于正式工资的80%2、绩效不封顶3、定期的岗位调整和完善晋升通道4、享受法定假期和丰富的团建活动5、缴纳五险一金6、非大促，双11等平台活动一般不加班，加班有额外加班补贴7、团队以年轻人为主，工作氛围轻松简单；办公室交通便利，位于未来地铁口正上方的写字楼。",1.0,0.0,0.0,0.0,0.0,0.0
690,前端开发工程师,前端开发,8000.0,江苏行运兔互联网科技有限公司,常州,1.0,大专,工作职责：参与平台产品的前端开发，与后端工程师协作，高质高效完成产品的数据交互、动态信息展现任职要求：1、一年以上的前端领域工作经验。2、有微信小程序或公众号前端的相关开发经验。3、熟练掌握HTML5、CSS3、JavaScript、jQuery、Bootstrap。4、熟悉W3C标准与ES规范，熟悉Web语义化。熟练掌握盒模型、常用布局以及浏览器兼容性。5、熟练掌握Vue全家桶，熟练使用开源组件库Element UI或其他开源组件库，能独立开发常用组件。6、熟练掌握 Chrome 开发者工具了解基本的浏览器渲染及网络传输过程。7、熟悉前端工程化，熟悉NodeJS开发，熟练使用Git。8、有良好的沟通与表达能力、思路清晰，有较强的动手能力与逻辑分析能力。,1.0,1.0,1.0,1.0,0.0,1.0
691,Web前端开发工程师,前端开发,12500.0,成都盈客网络科技有限公司,成都,5.0,本科,"岗位职责：1. 根据产品需求，给出最优的页面前端结构解决方案，并设计与实现前端框架；2. 负责公司核心产品各业务模块前端代码开发；与产品经理合作，以持续改善公司产品的用户体验；3. 与产品经理及UI设计师充分沟通用户UE需求，并根据效果图Axure原型输出WEB原型；页面的制作（html5+css3+JS），与后台开发工程师配合完成前端和后台的整合；4. 并负责系统页面优化，解决跨浏览器及版本的兼容性问题；性能调优；5. 开发针对公司产品和技术特点的前端开发框架和组件库；6. 指导并组织初中级Web工程师，共同完成交付工作；能够带领其它前端一起成长，定时做技术分享。任职要求：1. 本科学历及以上（条件优秀者可放宽），计算机相关专业毕业；2. 4年以上前端开发经验，有完整的组织前端开发项目管理经验或者出任前端开发技术负责人,项目经验至少三个以上；3. 精通主流前端框架(Vue/React/AngularJS)至少一种，了解其核心功能的实现原理；4. 对用户体验、交互操作流程及用户需求有一定了解；注重用户体验，不断重构优化代码；5. 有技术团队管理经验，能够组织并管理好团队，拥有酒店、旅游、用车类产品开发和管理经验优先；6. 对第三方支付（支付宝、微信）、百度地图接口有开发经验优先；7. 对微信公众平台接入及管理有实践经验者优先；8. 有Apicloud、Dcloud、Appcan使用经验，并且有上架应用的开发者优先。",1.0,1.0,1.0,0.0,1.0,0.0
692,Web前端开发工程师,前端开发,9000.0,广州市时尚商业城有限公司,广州,0.0,无,岗位职责：1、负责公司移动端、WEB端框架设计、架构升级、研发2、根据需求，分析并实现最优的页面前端解决方案。3、负责前端页面功能的开发与后期维护，持续改善用户体验。岗位要求：1、有较好ES6基础和扎实的JavaScript基础，对前后端分离开发、Web语义化等有深刻理解；2、熟练使用React、Vue、Angular中一种或多种相关技术栈；3、熟悉W3C标准，熟悉HTML5；4、至少会一种以上CSS预处理语言，如LESS、SASS、STYLUS 等；5、熟悉 Node 开发环境，至少能熟练使用至少Gulp、Webpack、Grunt等构建工具中的一种；6、良好的项目开发规范意识；7、了解Http协议、本地存储、socket网络编程优先；8、良好的沟通能力、良好的团队合作精神。,1.0,1.0,1.0,1.0,0.0,0.0
